affiliationID,normalizedName,displayName,GRIDid,wiki,paperTotal,paperFamilyTotal,citationTotal,Iso3166Code,Latitude,Longitude
59781447,inter university centre for astronomy and astrophysics,Inter-University Centre for Astronomy and Astrophysics,grid.249801.6,http://en.wikipedia.org/wiki/Inter-University_Centre_for_Astronomy_and_Astrophysics,2165,2031,75594,IN,18.5596313,73.825325
60200437,potsdam institute for climate impact research,Potsdam Institute for Climate Impact Research,grid.4556.2,http://en.wikipedia.org/wiki/Potsdam_Institute_for_Climate_Impact_Research,3838,3733,198516,DE,52.3812828,13.0641518
64492213,international center for tropical agriculture,International Center for Tropical Agriculture,grid.418348.2,http://en.wikipedia.org/wiki/International_Center_for_Tropical_Agriculture,2887,2878,99820,CO,3.502616,-76.3550339
65079550,universiti malaysia perlis,Universiti Malaysia Perlis,grid.430704.4,http://en.wikipedia.org/wiki/Universiti_Malaysia_Perlis,7255,7245,36982,MY,6.44722,100.244171
72090969,bell labs,Bell Labs,"",http://en.wikipedia.org/wiki/Bell_Labs,57378,55593,2322420,US,42.3603859,-71.09401
76198965,university of jena,University of Jena,grid.9613.d,http://en.wikipedia.org/wiki/University_of_Jena,42286,41504,951906,DE,50.92833,11.58222
87490745,azerbaijan university,Azerbaijan University,grid.442888.a,http://en.wikipedia.org/wiki/Azerbaijan_University,219,216,716,AZ,40.41066,49.87222
106245021,cankaya university,Çankaya University,grid.411919.5,http://en.wikipedia.org/wiki/Çankaya_University,2424,2382,33279,TR,39.81887,32.56283
107182072,tung wah college,Tung Wah College,grid.462932.8,http://en.wikipedia.org/wiki/Tung_Wah_College,224,224,1044,HK,22.3126774,114.175674
122140584,federal university of rio de janeiro,Federal University of Rio de Janeiro,grid.8536.8,http://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,93752,92799,1023201,BR,-22.8625,-43.22389
130828816,university of leeds,University of Leeds,grid.9909.9,http://en.wikipedia.org/wiki/University_of_Leeds,97171,95596,2479162,GB,53.80722,-1.55167
144472018,wyle laboratories,Wyle Laboratories,grid.420049.b,http://en.wikipedia.org/wiki/Wyle_Laboratories,485,481,15256,US,33.9184723,-118.393623
163612194,outcomes research consortium,Outcomes Research Consortium,"",http://en.wikipedia.org/wiki/Outcomes_Research_Consortium,358,357,9873,US,41.50226,-81.62237
163795733,calvin college,Calvin College,grid.253573.5,http://en.wikipedia.org/wiki/Calvin_College,1778,1762,24993,US,42.93028,-85.58806
173063890,hu university of applied sciences utrecht,HU University of Applied Sciences Utrecht,grid.438049.2,http://en.wikipedia.org/wiki/HU_University_of_Applied_Sciences_Utrecht,727,719,4967,NL,52.1002464,5.109056
174135032,bellevue college,Bellevue College,grid.423221.4,http://en.wikipedia.org/wiki/Bellevue_College,143,143,10540,US,47.5849648,-122.149307
191969501,national taipei university of nursing and health science,National Taipei University of Nursing and Health Science,grid.412146.4,http://en.wikipedia.org/wiki/National_Taipei_University_of_Nursing_and_Health_Science,1467,1458,10262,TW,25.1178322,121.51989
197843312,st aloysius college,St. Aloysius College,"",http://en.wikipedia.org/wiki/St._Aloysius_College_(Mangalore),265,265,1609,IN,12.87306,74.84583
233772129,dhaka international university,Dhaka International University,grid.442993.1,http://en.wikipedia.org/wiki/Dhaka_International_University,67,67,250,BD,23.7906,90.4079
238597064,goa medical college,Goa Medical College,grid.413149.a,http://en.wikipedia.org/wiki/Goa_Medical_College,584,584,4048,IN,15.46306,73.85778
1281133977,international union for conservation of nature and natural resources,International Union for Conservation of Nature and Natural Resources,grid.466867.d,http://en.wikipedia.org/wiki/International_Union_for_Conservation_of_Nature,1759,1747,59974,IN,12.7428284,80.2401657
1299736976,council on education for public health,Council on Education for Public Health,"",http://en.wikipedia.org/wiki/Council_on_Education_for_Public_Health,454,451,50613,US,39.8333321,-98.5833359
1303526167,muscular dystrophy association,Muscular Dystrophy Association,grid.430804.b,http://en.wikipedia.org/wiki/Muscular_Dystrophy_Association,88,88,2305,US,32.21041,-110.918724
1312429998,swedish covenant hospital,Swedish Covenant Hospital,grid.416777.4,http://en.wikipedia.org/wiki/Swedish_Covenant_Hospital,109,108,1284,US,41.9750481,-87.69895
1318643470,union hospital,Union Hospital,grid.460848.6,http://en.wikipedia.org/wiki/Union_Hospital_(Indiana),1410,1408,10929,US,39.48585,-87.4071045
1320343167,ascension health,Ascension Health,grid.413971.9,http://en.wikipedia.org/wiki/Ascension_Health,184,180,2337,US,38.7451744,-90.38571
1334536514,maine medical center,Maine Medical Center,grid.468205.d,http://en.wikipedia.org/wiki/Maine_Medical_Center,4208,4170,129759,US,43.653,-70.276
1335690228,world meteorological organization,World Meteorological Organization,grid.426193.b,http://en.wikipedia.org/wiki/World_Meteorological_Organization,451,449,12182,CH,46.2233963,6.146614
2799562678,catalan institute for water research,Catalan Institute for Water Research,grid.424734.2,https://en.wikipedia.org/wiki/The_Catalan_Institute_for_Water_Research,1077,1069,34862,ES,41.9673843,2.840564
2799648416,florida hospital orlando,Florida Hospital Orlando,grid.414935.e,https://en.wikipedia.org/wiki/Florida_Hospital,908,903,11403,US,28.57528,-81.37
2799659652,queensway carleton hospital,Queensway-Carleton Hospital,grid.460727.0,https://en.wikipedia.org/wiki/Queensway-Carleton_Hospital,67,67,601,CA,45.33482,-75.80767
2799949964,adan hospital,Adan Hospital,grid.413288.4,https://en.wikipedia.org/wiki/Adan_Hospital,360,358,3248,KW,29.1355362,48.0968857
2801342202,hertfordshire partnership university nhs foundation trust,Hertfordshire Partnership University NHS Foundation Trust,grid.450886.7,https://en.wikipedia.org/wiki/Hertfordshire_Partnership_University_NHS_Foundation_Trust,151,150,1453,GB,51.7621231,-0.345446
2801441769,broomfield hospital,Broomfield Hospital,grid.414650.2,https://en.wikipedia.org/wiki/Broomfield_Hospital,1056,1053,13078,GB,51.7745,0.4661
2802222712,missouri baptist medical center,Missouri Baptist Medical Center,grid.415952.e,https://en.wikipedia.org/wiki/Missouri_Baptist_Medical_Center,308,308,7929,US,38.63613,-90.44691
2802329770,carondelet health network,Carondelet Health Network,grid.413496.d,https://en.wikipedia.org/wiki/Carondelet_Health_Network,30,30,854,US,32.2265739,-110.855042
2802526638,ninewells hospital,Ninewells Hospital,grid.416266.1,https://en.wikipedia.org/wiki/Ninewells_Hospital,7326,7266,208334,GB,56.4638977,-3.037875
2802598605,harrogate and district nhs foundation trust,Harrogate and District NHS Foundation Trust,grid.462305.6,https://en.wikipedia.org/wiki/Harrogate_and_District_NHS_Foundation_Trust,173,173,2040,GB,53.99365,-1.51766
1355163,sinai university,Sinai University,grid.442728.f,http://en.wikipedia.org/wiki/Sinai_University,303,299,2907,EG,31.11389,33.69028
7863295,villanova university,Villanova University,grid.267871.d,http://en.wikipedia.org/wiki/Villanova_University,13680,13462,184798,US,40.03771,-75.33755
43579087,university of wisconsin milwaukee,University of Wisconsin–Milwaukee,grid.267468.9,http://en.wikipedia.org/wiki/University_of_Wisconsin–Milwaukee,27492,27032,616720,US,43.07503,-87.88291
58957048,yandex,Yandex,grid.484753.9,http://en.wikipedia.org/wiki/Yandex,1610,1542,11571,RU,55.7340164,37.5883331
66755815,methodist university,Methodist University,grid.259930.4,http://en.wikipedia.org/wiki/Methodist_University,1197,1191,13169,US,35.1339149,-78.87436
66946132,university of maryland college park,"University of Maryland, College Park","","http://en.wikipedia.org/wiki/University_of_Maryland,_College_Park",144486,140034,4836792,US,38.98806,-76.94472
67262202,instituto de biologia molecular e celular,Instituto de Biologia Molecular e Celular,"",http://en.wikipedia.org/wiki/Instituto_de_Biologia_Molecular_e_Celular,1916,1910,46715,"","",""
72598120,university of yaounde,University of Yaoundé,"",http://en.wikipedia.org/wiki/University_of_Yaoundé,2738,2704,30567,CM,3.87037,11.5184107
75059550,zhejiang gongshang university,Zhejiang Gongshang University,grid.413072.3,http://en.wikipedia.org/wiki/Zhejiang_Gongshang_University,8509,8466,53061,CN,29.7580757,119.637978
77079311,wonkwang university,Wonkwang University,grid.410899.d,http://en.wikipedia.org/wiki/Wonkwang_University,9512,9448,115808,KR,35.9694,126.9573
91044093,zayed university,Zayed University,grid.444464.2,http://en.wikipedia.org/wiki/Zayed_University,2693,2661,18886,AE,25.1020184,55.3855972
96226040,university of reims champagne ardenne,University of Reims Champagne-Ardenne,grid.11667.37,http://en.wikipedia.org/wiki/University_of_Reims_Champagne-Ardenne,6362,6269,102415,FR,49.25194,4.0375
107720978,ain shams university,Ain Shams University,grid.7269.a,http://en.wikipedia.org/wiki/Ain_Shams_University,30382,30106,268004,EG,30.0770226,31.285017
114756412,universidad autonoma de ciudad juarez,Universidad Autónoma de Ciudad Juárez,grid.441213.1,http://en.wikipedia.org/wiki/Universidad_Autónoma_de_Ciudad_Juárez,3913,3903,11633,MX,31.7412,-106.4448
115441956,buffalo state college,Buffalo State College,grid.468712.e,http://en.wikipedia.org/wiki/Buffalo_State_College,1874,1855,20365,US,42.9347,-78.8839
121243025,international islamic university islamabad,"International Islamic University, Islamabad",grid.411727.6,"http://en.wikipedia.org/wiki/International_Islamic_University,_Islamabad",4270,4255,35189,PK,33.65673,73.02476
124601658,university of parma,University of Parma,grid.10383.39,http://en.wikipedia.org/wiki/University_of_Parma,26743,26348,627742,IT,44.801,10.3251
126697797,manipal college of medical sciences,Manipal College of Medical Sciences,grid.416380.8,http://en.wikipedia.org/wiki/Manipal_College_of_Medical_Sciences,665,664,5109,NP,28.2526455,83.98657
131868736,prince of songkla university,Prince of Songkla University,grid.7130.5,http://en.wikipedia.org/wiki/Prince_of_Songkla_University,12455,12381,156270,TH,7.01083,100.496941
132950312,escola bahiana de medicina e saude publica,Escola Bahiana de Medicina e Saúde Pública,grid.414171.6,http://en.wikipedia.org/wiki/Escola_Bahiana_de_Medicina_e_Saúde_Pública,1374,1373,6419,BR,-12.9589109,-38.45256
150209017,scripps institution of oceanography,Scripps Institution of Oceanography,grid.217200.6,http://en.wikipedia.org/wiki/Scripps_Institution_of_Oceanography,7444,7389,363118,US,32.8654366,-117.253624
151104398,pokhara university,Pokhara University,grid.444743.4,http://en.wikipedia.org/wiki/Pokhara_University,471,471,3075,NP,28.1472855,84.08218
153426935,institute for tourism studies macao,"Institute for Tourism Studies, Macao","","http://en.wikipedia.org/wiki/Institute_for_Tourism_Studies,_Macao",106,106,901,MX,25.70625,-99.23959
156914199,frederick s pardee rand graduate school,Frederick S. Pardee RAND Graduate School,grid.468886.c,http://en.wikipedia.org/wiki/Frederick_S._Pardee_RAND_Graduate_School,328,325,5797,US,34.00994,-118.490906
161171246,west chester university of pennsylvania,West Chester University of Pennsylvania,grid.268132.c,http://en.wikipedia.org/wiki/West_Chester_University_of_Pennsylvania,3401,3361,53600,US,39.95219,-75.6001
166182418,medical university of silesia,Medical University of Silesia,grid.411728.9,http://en.wikipedia.org/wiki/Medical_University_of_Silesia,7665,7648,86772,PL,50.2249565,18.9536686
168864056,bilkent university,Bilkent University,grid.18376.3b,http://en.wikipedia.org/wiki/Bilkent_University,11467,11147,202779,TR,39.868,32.7487
177739611,yangtze university,Yangtze University,grid.410654.2,http://en.wikipedia.org/wiki/Yangtze_University,15292,15251,75411,CN,30.33479,112.240692
189772984,tzu chi university,Tzu Chi University,grid.411824.a,http://en.wikipedia.org/wiki/Tzu_Chi_University,5872,5857,72029,TW,23.99353,121.58918
201193091,stephen f austin state university,Stephen F. Austin State University,grid.264303.0,http://en.wikipedia.org/wiki/Stephen_F._Austin_State_University,2642,2628,18742,US,31.62139,-94.64917
347237974,ashoka university,Ashoka University,grid.449178.7,http://en.wikipedia.org/wiki/Ashoka_University,236,220,462,IN,28.9468,77.1016
865166595,george washington university virginia campus,George Washington University Virginia Campus,grid.448864.2,http://en.wikipedia.org/wiki/George_Washington_University_Virginia_Campus,112,112,2570,US,39.05842,-77.44319
1286179681,national administrative department of statistics,National Administrative Department of Statistics,"",http://en.wikipedia.org/wiki/National_Administrative_Department_of_Statistics_(Colombia),368,367,8739,CO,4.64702225,-74.0955658
1294586568,hospital authority,Hospital Authority,grid.414370.5,http://en.wikipedia.org/wiki/Hospital_Authority,1622,1616,26006,HK,22.3244,114.1833
1304808963,national park service,National Park Service,grid.454846.f,http://en.wikipedia.org/wiki/National_Park_Service,3499,3482,67817,US,39.94785,-75.14584
1309287000,the humane society of the united states,The Humane Society of the United States,grid.448476.d,http://en.wikipedia.org/wiki/The_Humane_Society_of_the_United_States,143,142,3836,US,38.904,-77.047
1310053265,st george s hospital,St George's Hospital,grid.464688.0,http://en.wikipedia.org/wiki/St_George's_Hospital,24264,24142,861561,GB,51.4267,-0.1757
1319362061,centre de formation medicale du nouveau brunswick,Centre de Formation Médicale du Nouveau-Brunswick,"",http://en.wikipedia.org/wiki/Centre_de_Formation_Médicale_du_Nouveau-Brunswick,94,94,807,CA,46.1085854,-64.79277
2799300731,norwich research park,Norwich Research Park,grid.420132.6,https://en.wikipedia.org/wiki/Norwich_Research_Park,5776,5716,302883,GB,52.6238937,1.223946
2799349808,flemish community,Flemish Community,grid.494305.f,https://en.wikipedia.org/wiki/Flemish_Community,237,232,9836,BE,50.84667,4.3525
2800447973,university of french guiana,University of French Guiana,grid.460797.b,https://en.wikipedia.org/wiki/University_of_French_Guiana,32,32,88,GF,4.921847,-52.3133965
2801249017,frimley park hospital,Frimley Park Hospital,grid.470139.8,https://en.wikipedia.org/wiki/Frimley_Park_Hospital,982,978,10731,GB,51.3196,-0.7441
2802005960,society for modeling and simulation international,Society for Modeling and Simulation International,grid.487782.6,https://en.wikipedia.org/wiki/Society_for_Modeling_and_Simulation_International,6,6,12,US,33.1496658,-117.2268
2802366037,baylor university medical center,Baylor University Medical Center,grid.411588.1,https://en.wikipedia.org/wiki/Baylor_University_Medical_Center_at_Dallas,7360,7311,228421,US,32.7903,-96.7809
2802773633,christchurch hospital,Christchurch Hospital,grid.414299.3,https://en.wikipedia.org/wiki/Christchurch_Hospital,4553,4528,110377,NZ,-43.5344,172.6255
16109147,scientific atlanta,Scientific Atlanta,"",http://en.wikipedia.org/wiki/Scientific_Atlanta,952,952,41290,US,33.9542961,-84.05183
19645662,american bar foundation,American Bar Foundation,grid.295699.8,http://en.wikipedia.org/wiki/American_Bar_Foundation,713,686,25107,US,41.89624,-87.61692
27429435,kyoto institute of technology,Kyoto Institute of Technology,grid.419025.b,http://en.wikipedia.org/wiki/Kyoto_Institute_of_Technology,12449,12180,139510,JP,35.02417,135.724716
35440088,eth zurich,ETH Zurich,grid.5801.c,http://en.wikipedia.org/wiki/ETH_Zurich,101723,96810,2980899,CH,47.37639,8.548056
40053085,australian defence force academy,Australian Defence Force Academy,grid.97008.36,http://en.wikipedia.org/wiki/Australian_Defence_Force_Academy,1538,1496,26494,AU,-35.29389,149.1639
46130087,indian institute of management udaipur,Indian Institute of Management Udaipur,"",http://en.wikipedia.org/wiki/Indian_Institute_of_Management_Udaipur,221,218,1251,IN,24.83,73.5
51556381,university of virginia,University of Virginia,grid.27755.32,http://en.wikipedia.org/wiki/University_of_Virginia,110210,108115,3636047,US,38.035,-78.505
56822791,ghana institute of management and public administration,Ghana Institute of Management and Public Administration,grid.442268.e,http://en.wikipedia.org/wiki/Ghana_Institute_of_Management_and_Public_Administration,430,427,2153,GH,5.58107,-0.19897
62921916,universidade federal rural de pernambuco,Universidade Federal Rural de Pernambuco,grid.411177.5,http://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,13030,12976,71522,BR,-8.01,-34.95
72375662,osaka institute of technology,Osaka Institute of Technology,grid.419937.1,http://en.wikipedia.org/wiki/Osaka_Institute_of_Technology,4494,4389,34771,JP,34.7308044,135.543625
73100920,ucl institute for global health,UCL Institute for Global Health,"",http://en.wikipedia.org/wiki/UCL_Institute_for_Global_Health,151,150,1816,GB,51.50642,-0.12721
76283144,norwegian school of sport sciences,Norwegian School of Sport Sciences,grid.412285.8,http://en.wikipedia.org/wiki/Norwegian_School_of_Sport_Sciences,2122,2105,61536,NO,59.9668,10.7325583
84009706,ensae paristech,ENSAE ParisTech,grid.454310.7,http://en.wikipedia.org/wiki/ENSAE_ParisTech,856,732,19400,FR,48.8243,2.3024
100066346,university of stuttgart,University of Stuttgart,grid.5719.a,http://en.wikipedia.org/wiki/University_of_Stuttgart,53393,52072,931658,DE,48.78167,9.17528
111579032,national institute of technology goa,National Institute of Technology Goa,"",http://en.wikipedia.org/wiki/National_Institute_of_Technology_Goa,474,470,1499,IN,22.4931183,79.72701
114686714,clarion university of pennsylvania,Clarion University of Pennsylvania,grid.254274.2,http://en.wikipedia.org/wiki/Clarion_University_of_Pennsylvania,553,548,7319,US,41.209,-79.378
124391630,arab open university,Arab Open University,grid.472238.8,http://en.wikipedia.org/wiki/Arab_Open_University,438,434,2578,OM,23.5911064,58.45696
142822886,asahi university,Asahi University,grid.411456.3,http://en.wikipedia.org/wiki/Asahi_University,2155,2141,35905,JP,35.3817444,136.690552
145894827,indian institute of technology kharagpur,Indian Institute of Technology Kharagpur,grid.429017.9,http://en.wikipedia.org/wiki/Indian_Institute_of_Technology_Kharagpur,33877,33129,467699,IN,22.3197136,87.30997
146387014,centre for social studies,Centre for Social Studies,"",http://en.wikipedia.org/wiki/Centre_for_Social_Studies,334,332,2572,"","",""
153975220,kenyatta university,Kenyatta University,grid.9762.a,http://en.wikipedia.org/wiki/Kenyatta_University,2774,2755,29440,KE,-1.181058,36.927227
173466955,iona college,Iona College,grid.419406.e,http://en.wikipedia.org/wiki/Iona_College_(New_York),1781,1764,51937,US,40.92583,-73.7875
179116975,impax laboratories,Impax Laboratories,"",http://en.wikipedia.org/wiki/Impax_Laboratories,45,45,579,US,37.61568,-122.0555
181559820,united states army war college,United States Army War College,"",http://en.wikipedia.org/wiki/United_States_Army_War_College,304,304,2135,US,40.211,-77.173
183067930,shanghai jiao tong university,Shanghai Jiao Tong University,grid.16821.3c,http://en.wikipedia.org/wiki/Shanghai_Jiao_Tong_University,189327,187007,2088180,CN,31.20083,121.429718
199080787,international christian university,International Christian University,grid.411724.5,http://en.wikipedia.org/wiki/International_Christian_University,1576,1547,15577,JP,35.6875,139.529434
214657376,davangere university,Davangere University,grid.449028.3,http://en.wikipedia.org/wiki/Davangere_University,177,175,666,IN,14.3931828,75.96297
870713136,national academies,National Academies,"","http://en.wikipedia.org/wiki/National_Academies_of_Sciences,_Engineering,_and_Medicine",397,396,19039,US,38.89673,-77.02758
880615350,state university of new york at cortland,State University of New York at Cortland,grid.264266.2,http://en.wikipedia.org/wiki/State_University_of_New_York_at_Cortland,1187,1183,17421,US,42.597,-76.1893845
1308724467,florida department of agriculture and consumer services,Florida Department of Agriculture and Consumer Services,grid.421466.3,http://en.wikipedia.org/wiki/Florida_Department_of_Agriculture_and_Consumer_Services,591,589,8269,US,30.456274,-84.40367
1309140791,royal netherlands meteorological institute,Royal Netherlands Meteorological Institute,grid.8653.8,http://en.wikipedia.org/wiki/Royal_Netherlands_Meteorological_Institute,3386,3336,139192,NL,52.1036949,5.176281
1316690553,national ocean service,National Ocean Service,grid.423022.5,http://en.wikipedia.org/wiki/National_Ocean_Service,635,632,35112,US,38.99167,-77.03
1317635190,valve corporation,Valve Corporation,"",http://en.wikipedia.org/wiki/Valve_Corporation,3993,3983,35694,US,47.6139641,-122.193947
2799279586,velindre nhs trust,Velindre NHS Trust,grid.433816.b,https://en.wikipedia.org/wiki/Velindre_NHS_Trust,238,238,8041,GB,51.5661278,-3.277592
2800526087,singleton hospital,Singleton Hospital,grid.415947.a,https://en.wikipedia.org/wiki/Singleton_Hospital,1344,1339,26137,GB,51.6094437,-3.98555565
2800747640,kharkiv medical academy of postgraduate education,Kharkiv Medical Academy of Postgraduate Education,grid.489065.6,https://en.wikipedia.org/wiki/Kharkiv_Medical_Academy_of_Post-graduate_Education,524,523,699,UA,48.3042,38.0181
2801009177,northumbria healthcare nhs foundation trust,Northumbria Healthcare NHS Foundation Trust,grid.451090.9,https://en.wikipedia.org/wiki/Northumbria_Healthcare_NHS_Foundation_Trust,687,684,10364,GB,55.02778,-1.468256
2801349183,spartanburg regional medical center,Spartanburg Regional Medical Center,grid.416226.5,https://en.wikipedia.org/wiki/Spartanburg_Regional,182,182,3711,US,34.96785,-81.94034
3018163063,st elizabeth s medical center,St. Elizabeth's Medical Center,grid.240845.f,https://en.wikipedia.org/wiki/St._Elizabeth%27s_Medical_Center_(Boston),262,260,25508,US,42.3490143,-71.14969
5681781,university of adelaide,University of Adelaide,grid.1010.0,http://en.wikipedia.org/wiki/University_of_Adelaide,73938,72668,1783488,AU,-34.91916,138.604141
11701301,griffith university,Griffith University,grid.1022.1,http://en.wikipedia.org/wiki/Griffith_University,46095,44950,875284,AU,-27.5526,153.0539
17040458,urmia university of medical sciences,Urmia University of Medical Sciences,"",http://en.wikipedia.org/wiki/Urmia_University_of_Medical_Sciences,3298,3296,12825,IR,37.53821,45.0815849
19283125,meikai university,Meikai University,grid.411767.2,http://en.wikipedia.org/wiki/Meikai_University,1712,1701,30234,JP,35.6417122,139.923462
51926615,sun moon university,Sun Moon University,grid.412859.3,http://en.wikipedia.org/wiki/Sun_Moon_University,2888,2868,24280,KR,36.79945,127.0748
61923386,jawaharlal institute of postgraduate medical education and research,Jawaharlal Institute of Postgraduate Medical Education and Research,grid.414953.e,http://en.wikipedia.org/wiki/Jawaharlal_Institute_of_Postgraduate_Medical_Education_and_Research,5564,5557,31877,IN,11.95472,79.79833
65760639,wolfram research,Wolfram Research,grid.486191.3,http://en.wikipedia.org/wiki/Wolfram_Research,222,207,4204,US,40.09713,-88.24569
90843659,university of franche comte,University of Franche-Comté,grid.7459.f,http://en.wikipedia.org/wiki/University_of_Franche-Comté,10892,10544,220287,FR,47.24056,6.0225
97096411,randall division of cell and molecular biophysics,Randall Division of Cell and Molecular Biophysics,"",http://en.wikipedia.org/wiki/Randall_Division_of_Cell_and_Molecular_Biophysics,1327,1317,61288,GB,51.5050278,-0.112804
100191712,pepperdine university,Pepperdine University,grid.261833.d,http://en.wikipedia.org/wiki/Pepperdine_University,5297,5267,47871,US,34.0386848,-118.707581
103635307,university of california riverside,"University of California, Riverside",grid.266097.c,"http://en.wikipedia.org/wiki/University_of_California,_Riverside",51472,50269,1647779,US,33.97556,-117.331108
106107269,claremont mckenna college,Claremont McKenna College,grid.254272.4,http://en.wikipedia.org/wiki/Claremont_McKenna_College,2096,1965,48036,US,34.10171,-117.707
110496330,southern utah university,Southern Utah University,grid.263886.1,http://en.wikipedia.org/wiki/Southern_Utah_University,772,762,7809,US,37.67545,-113.071632
110534114,electricite de france,Électricité de France,"",http://en.wikipedia.org/wiki/Électricité_de_France,3919,3879,48963,FR,48.87618,2.29707
125219893,saratov state university,Saratov State University,grid.446088.6,http://en.wikipedia.org/wiki/Saratov_State_University,7144,7019,45358,RU,51.53875,46.0079727
129634264,toho university,Toho University,grid.265050.4,http://en.wikipedia.org/wiki/Toho_University,18692,18458,243052,JP,35.57103,139.725021
134542131,university of ilorin,University of Ilorin,grid.412974.d,http://en.wikipedia.org/wiki/University_of_Ilorin,6368,6336,38945,NG,8.481046,4.525618
137794331,all india institute of hygiene and public health,All India Institute of Hygiene and Public Health,grid.413616.7,http://en.wikipedia.org/wiki/All_India_Institute_of_Hygiene_and_Public_Health,430,430,2736,IN,22.56855,88.41462
141962983,shanghai university of engineering sciences,Shanghai University of Engineering Sciences,grid.412542.4,http://en.wikipedia.org/wiki/Shanghai_University_of_Engineering_Science,6667,6649,23521,CN,31.2042618,121.396027
145280532,edward jenner institute for vaccine research,Edward Jenner Institute for Vaccine Research,"",http://en.wikipedia.org/wiki/Edward_Jenner_Institute_for_Vaccine_Research,260,258,19153,"","",""
159229923,ural state technical university,Ural State Technical University,"",http://en.wikipedia.org/wiki/Ural_State_Technical_University,1457,1388,8355,RU,56.844,60.6539
176432857,beijing wuzi university,Beijing Wuzi University,grid.443259.d,http://en.wikipedia.org/wiki/Beijing_Wuzi_University,1622,1617,3062,CN,39.90469,116.407173
176861719,university of shahrood,University of Shahrood,grid.440804.c,http://en.wikipedia.org/wiki/Shahrood_University_of_Technology,5438,5359,41304,IR,36.3922234,54.9405556
184925374,sanata dharma university,Sanata Dharma University,grid.444672.7,http://en.wikipedia.org/wiki/Sanata_Dharma_University,1476,1474,765,ID,-7.775603,110.38942
185163786,king abdulaziz university,King Abdulaziz University,grid.412125.1,http://en.wikipedia.org/wiki/King_Abdulaziz_University,37460,37115,634192,SA,21.49389,39.25028
197979904,saint joseph s college,Saint Joseph's College,grid.431490.b,http://en.wikipedia.org/wiki/Saint_Joseph's_College_(Indiana),1472,1461,13268,US,40.9196129,-87.15595
198587356,adiyaman university,Adıyaman University,grid.411126.1,http://en.wikipedia.org/wiki/Adıyaman_University,2323,2313,26253,TR,37.74389,38.23167
200033832,shenandoah university,Shenandoah University,grid.412555.2,http://en.wikipedia.org/wiki/Shenandoah_University,728,721,8846,US,39.1661377,-78.15953
297610175,the royal australian and new zealand college of psychiatrists,The Royal Australian and New Zealand College of Psychiatrists,grid.464664.2,http://en.wikipedia.org/wiki/Royal_Australian_and_New_Zealand_College_of_Psychiatrists,86,86,434,AU,-37.8109169,144.960144
305407034,patuakhali science and technology university,Patuakhali Science and Technology University,grid.443081.a,http://en.wikipedia.org/wiki/Patuakhali_Science_and_Technology_University,696,696,3986,BD,22.4661,90.3824
913745751,dubai healthcare city,Dubai Healthcare City,"",http://en.wikipedia.org/wiki/Dubai_Healthcare_City,105,105,549,AE,25.23278,55.32364
1296860513,office of the prime minister,Office of the Prime Minister,"",http://en.wikipedia.org/wiki/Office_of_the_Prime_Minister_(Canada),77,77,1613,"","",""
1298904743,human rights watch,Human Rights Watch,grid.428957.5,http://en.wikipedia.org/wiki/Human_Rights_Watch,129,128,2765,US,40.7484,-73.9858
1301640363,national center for charitable statistics,National Center for Charitable Statistics,"",http://en.wikipedia.org/wiki/National_Center_for_Charitable_Statistics,291,291,7748,"","",""
1308294787,patuxent wildlife research center,Patuxent Wildlife Research Center,"",http://en.wikipedia.org/wiki/Patuxent_Wildlife_Research_Center,1570,1565,72832,US,39.06,-76.78
1320796813,mount sinai health system,Mount Sinai Health System,grid.425214.4,http://en.wikipedia.org/wiki/Mount_Sinai_Health_System,871,863,6924,US,40.7139,-74.00349
1325159990,singapore ministry of defence,Singapore Ministry of Defence,grid.452314.5,http://en.wikipedia.org/wiki/Ministry_of_Defence_(Singapore),55,54,1521,SG,1.37160277,103.759064
1325183904,university of freiburg faculty of biology,University of Freiburg Faculty of Biology,"",http://en.wikipedia.org/wiki/University_of_Freiburg_Faculty_of_Biology,157,157,5216,DE,47.99853,7.84965
1336071801,evandro chagas institute,Evandro Chagas Institute,"",http://en.wikipedia.org/wiki/Evandro_Chagas_Institute,369,369,6889,"","",""
1340895133,museum of texas tech university,Museum of Texas Tech University,"",http://en.wikipedia.org/wiki/Museum_of_Texas_Tech_University,180,180,3437,US,33.5925179,-101.800095
2800155786,gold coast hospital,Gold Coast Hospital,grid.413154.6,https://en.wikipedia.org/wiki/Gold_Coast_Hospital,916,886,15860,AU,-27.9724,153.41
2800505568,santa casa hospital,Santa Casa Hospital,grid.415169.e,https://en.wikipedia.org/wiki/Santa_Casa_de_Misericordia_Hospital,292,292,3803,BR,-30.0305,-51.2222
2800655693,lyceum of the philippines university,Lyceum of the Philippines University,grid.449035.f,https://en.wikipedia.org/wiki/Lyceum_of_the_Philippines_University,88,88,110,PH,14.5914993,120.978241
2802730090,yale cancer center,Yale Cancer Center,grid.433818.5,https://en.wikipedia.org/wiki/Yale_Cancer_Center,1595,1588,47929,US,41.3050575,-72.93611
4498119,connecticut college,Connecticut College,grid.254656.6,http://en.wikipedia.org/wiki/Connecticut_College,3239,3213,46694,US,41.3784332,-72.10467
