affiliationID,normalizedName,displayName,GRIDid,wiki,paperTotal,paperFamilyTotal,citationTotal,Iso3166Code,Latitude,Longitude
746986,halmstad university,Halmstad University,grid.73638.39,"http://en.wikipedia.org/wiki/Halmstad_University,_Sweden",2548,2492,39177,SE,56.66417,12.87861
6141010,european institute of oncology,European Institute of Oncology,grid.15667.33,http://en.wikipedia.org/wiki/European_Institute_of_Oncology,7874,7842,298771,IT,45.4140358,9.208186
8408910,cardiff metropolitan university,Cardiff Metropolitan University,grid.47170.35,http://en.wikipedia.org/wiki/Cardiff_Metropolitan_University,2664,2649,42481,GB,51.4843,-3.1649
10108838,national university of salta,National University of Salta,grid.10821.3a,http://en.wikipedia.org/wiki/National_University_of_Salta,165,164,1299,AR,-24.7864914,-65.3981247
23171815,zhengzhou university of light industry,Zhengzhou University of Light Industry,grid.413080.e,http://en.wikipedia.org/wiki/Zhengzhou_University_of_Light_Industry,5588,5564,34687,CN,34.79742,113.655128
45438204,university of texas at san antonio,University of Texas at San Antonio,grid.215352.2,http://en.wikipedia.org/wiki/University_of_Texas_at_San_Antonio,22833,22373,541199,US,29.59,-98.61696
47396830,celgene,Celgene,grid.488233.6,http://en.wikipedia.org/wiki/Celgene,3372,3351,80451,US,40.70987,-74.3479
49185572,yunnan university of finance and economics,Yunnan University of Finance and Economics,grid.464506.5,http://en.wikipedia.org/wiki/Yunnan_University_of_Finance_and_Economics,2089,2084,7568,CN,24.9266472,102.811188
51195161,emlyon business school,EMLYON Business School,grid.462218.b,http://en.wikipedia.org/wiki/EMLYON_Business_School,1478,1391,22919,FR,45.78611,4.76389
53298266,belarusian state medical university,Belarusian State Medical University,grid.21354.31,http://en.wikipedia.org/wiki/Belarusian_State_Medical_University,559,558,1821,BY,53.86139,27.48528
55486353,reed college,Reed College,grid.182981.b,http://en.wikipedia.org/wiki/Reed_College,2156,2090,52972,US,45.48,-122.63
57496824,national institute of technology arunachal pradesh,"National Institute of Technology, Arunachal Pradesh",grid.464634.7,"http://en.wikipedia.org/wiki/National_Institute_of_Technology,_Arunachal_Pradesh",268,268,556,IN,27.1498,93.717
60054993,graphic era university,Graphic Era University,grid.448909.8,http://en.wikipedia.org/wiki/Graphic_Era_University,1049,1048,5557,IN,30.26747,77.9959259
61057504,fujian agriculture and forestry university,Fujian Agriculture and Forestry University,grid.256111.0,http://en.wikipedia.org/wiki/Fujian_Agriculture_and_Forestry_University,12343,12310,70276,CN,26.08778,119.235
67357951,kiit university,KIIT University,grid.412122.6,http://en.wikipedia.org/wiki/KIIT_University,4001,3979,22316,IN,20.35278,85.81944
72054575,cochrane collaboration,Cochrane Collaboration,grid.420305.0,http://en.wikipedia.org/wiki/Cochrane_(organisation),4139,4073,190523,GB,51.7791138,-1.268244
75124487,gdansk medical university,Gdańsk Medical University,grid.11451.30,http://en.wikipedia.org/wiki/Gdańsk_Medical_University,10046,9968,174658,PL,54.36611,18.63056
80849659,national institute for space research,National Institute for Space Research,grid.419222.e,http://en.wikipedia.org/wiki/National_Institute_for_Space_Research,7127,7019,109889,BR,-23.2070217,-45.8612175
91993116,sirris,SIRRIS,grid.423712.1,http://en.wikipedia.org/wiki/SIRRIS,137,137,1020,BE,50.85107,4.401868
111575329,bharathiar university,Bharathiar University,grid.411677.2,http://en.wikipedia.org/wiki/Bharathiar_University,7831,7763,94958,IN,11.0397692,76.8788147
128193699,slovak university of agriculture,Slovak University of Agriculture,grid.15227.33,http://en.wikipedia.org/wiki/Slovak_University_of_Agriculture,2262,2254,11194,SK,48.31472,18.0875
134586953,defence medical services,Defence Medical Services,"",http://en.wikipedia.org/wiki/Defence_Medical_Services,195,195,2308,"","",""
137377929,east sussex county council,East Sussex County Council,"",http://en.wikipedia.org/wiki/East_Sussex_County_Council,2296,2278,33741,GB,50.87254,1.7E-4
138211613,austrian academy of sciences,Austrian Academy of Sciences,grid.4299.6,http://en.wikipedia.org/wiki/Austrian_Academy_of_Sciences,12990,12536,446271,AT,48.20872,16.37739
141988045,saint leo university,Saint Leo University,grid.262960.9,http://en.wikipedia.org/wiki/Saint_Leo_University,431,427,2268,US,28.3381042,-82.25697
142471025,baker idi heart and diabetes institute,Baker IDI Heart and Diabetes Institute,grid.1051.5,http://en.wikipedia.org/wiki/Baker_IDI_Heart_and_Diabetes_Institute,3248,3197,118724,AU,-37.84583,144.983337
145608581,university of miami,University of Miami,grid.26790.3a,http://en.wikipedia.org/wiki/University_of_Miami,98251,97302,2949426,US,25.7216434,-80.27927
149581226,hawaii pacific university,Hawaii Pacific University,grid.256872.c,http://en.wikipedia.org/wiki/Hawaii_Pacific_University,683,676,10122,US,21.311,-157.859
157417397,bowling green state university,Bowling Green State University,grid.253248.a,http://en.wikipedia.org/wiki/Bowling_Green_State_University,16804,16699,337701,US,41.38,-83.64
161103922,university of marburg,University of Marburg,grid.10253.35,http://en.wikipedia.org/wiki/University_of_Marburg,28558,27976,741336,DE,50.81083,8.77361
163605200,osaka shoin women s university,Osaka Shoin Women's University,grid.444597.f,http://en.wikipedia.org/wiki/Osaka_Shoin_Women's_University,184,183,832,JP,34.6631,135.5775
169541294,flinders university,Flinders University,grid.1014.4,http://en.wikipedia.org/wiki/Flinders_University,31063,30747,653544,AU,-35.02082,138.572754
173664879,autonomous university of baja california,Autonomous University of Baja California,grid.412852.8,http://en.wikipedia.org/wiki/Autonomous_University_of_Baja_California,9897,9843,61380,MX,32.6633568,-115.468895
177156846,south dakota state university,South Dakota State University,grid.263791.8,http://en.wikipedia.org/wiki/South_Dakota_State_University,10592,10514,195844,US,44.31806,-96.78333
179863766,bergen university college,Bergen University College,"",http://en.wikipedia.org/wiki/Bergen_University_College,1345,1332,35984,NO,60.3845,5.3331
181934358,saitama prefectural university,Saitama Prefectural University,grid.412379.a,http://en.wikipedia.org/wiki/Saitama_Prefectural_University,555,555,5295,JP,35.9299736,139.755219
198243066,national university of costa rica,National University of Costa Rica,grid.10729.3d,http://en.wikipedia.org/wiki/National_University_of_Costa_Rica,289,284,1820,CR,9.999,-84.1115
200280692,lviv university,Lviv University,grid.77054.31,http://en.wikipedia.org/wiki/Lviv_University,3374,3223,13507,UA,49.84056,24.02222
205018591,institute for technology assessment and systems analysis itas,Institute for Technology Assessment and Systems Analysis (ITAS),"",http://en.wikipedia.org/wiki/Institute_for_Technology_Assessment_and_Systems_Analysis,263,261,3730,"","",""
207168215,eastern oregon university,Eastern Oregon University,grid.255407.1,http://en.wikipedia.org/wiki/Eastern_Oregon_University,300,294,3446,US,45.32,-118.092
215048945,norfolk and suffolk nhs foundation trust,Norfolk and Suffolk NHS Foundation Trust,grid.451148.d,http://en.wikipedia.org/wiki/Norfolk_and_Suffolk_NHS_Foundation_Trust,168,168,1290,GB,52.47822,1.752004
235176910,netaji subhash chandra bose medical college,Netaji Subhash Chandra Bose Medical College,grid.413233.4,http://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_Medical_College,104,104,309,IN,23.1499786,79.88111
922094183,fluidigm corporation,Fluidigm Corporation,grid.481625.c,"",247,242,13804,US,37.66899,-122.390106
931278978,college of business administration,College of Business Administration,grid.465833.f,http://en.wikipedia.org/wiki/College_of_Business_Administration_(CBA),15121,15024,650883,LV,56.9592743,24.1081886
1288435858,ministry of agriculture and rural development,Ministry of Agriculture and Rural Development,grid.484468.2,http://en.wikipedia.org/wiki/Ministry_of_Agriculture_and_Rural_Development_(Vietnam),642,640,10815,PL,52.2309227,20.9993649
1300393620,university of technology and life sciences in bydgoszcz,University of Technology and Life Sciences in Bydgoszcz,grid.412837.b,http://en.wikipedia.org/wiki/University_of_Technology_and_Life_Sciences_in_Bydgoszcz,811,811,2693,PL,53.12361,17.98889
1301508284,new york city fire department,New York City Fire Department,grid.436281.a,http://en.wikipedia.org/wiki/New_York_City_Fire_Department,1452,1446,18337,US,40.7140541,-74.00349
1303603819,royal botanical gardens,Royal Botanical Gardens,"",http://en.wikipedia.org/wiki/Royal_Botanical_Gardens_(Ontario),154,154,2619,CA,43.29111,-79.87583
1316910977,dupont,DuPont,grid.416832.a,http://en.wikipedia.org/wiki/DuPont,37894,37625,795928,US,39.7455826,-75.54771
1322124587,booz allen hamilton,Booz Allen Hamilton,grid.432410.0,http://en.wikipedia.org/wiki/Booz_Allen_Hamilton,1440,1404,19780,US,38.92248,-77.22698
1325051341,russian academy,Russian Academy,"",http://en.wikipedia.org/wiki/Russian_Academy,5425,5391,47397,"","",""
1325736334,battelle memorial institute,Battelle Memorial Institute,grid.27873.39,http://en.wikipedia.org/wiki/Battelle_Memorial_Institute,13817,13719,268619,US,40.0354233,-83.15324
1329778081,international civil aviation organization,International Civil Aviation Organization,grid.482827.3,http://en.wikipedia.org/wiki/International_Civil_Aviation_Organization,197,196,367,CA,45.50028,-73.56417
2799742747,johannesburg hospital,Johannesburg Hospital,grid.414707.1,https://en.wikipedia.org/wiki/Charlotte_Maxeke_Johannesburg_Academic_Hospital,360,358,5363,ZA,-26.1767826,28.0425949
2800810863,queen mary hospital,Queen Mary Hospital,grid.415550.0,https://en.wikipedia.org/wiki/Queen_Mary_Hospital_(Hong_Kong),3804,3798,85200,HK,22.27006,114.131149
2801339391,sulaiman al rajhi colleges,Sulaiman Al Rajhi Colleges,grid.459460.a,https://en.wikipedia.org/wiki/Sulaiman_Al_Rajhi_Colleges,44,44,101,SA,26.14174,43.7318878
2802302920,dr kariadi hospital,Dr. Kariadi Hospital,grid.460939.1,https://en.wikipedia.org/wiki/Dr._Kariadi_Hospital,193,193,1651,ID,-6.992736,110.406326
2802677779,center for china and globalization,Center for China and Globalization,grid.473543.2,https://en.wikipedia.org/wiki/Center_for_China_and_Globalization,65,65,160,CN,39.90469,116.406113
2802828768,frimley park hospital nhs foundation trust,Frimley Park Hospital NHS Foundation Trust,grid.412923.f,https://en.wikipedia.org/wiki/Frimley_Park_Hospital_NHS_Foundation_Trust,188,187,2883,GB,51.319,-0.7412
24185976,sichuan university,Sichuan University,grid.13291.38,http://en.wikipedia.org/wiki/Sichuan_University,109948,108829,964382,CN,30.63016,104.087723
25859482,takasaki university of health and welfare,Takasaki University of Health and Welfare,grid.412904.a,http://en.wikipedia.org/wiki/Takasaki_University_of_Health_and_Welfare,546,533,5635,JP,36.3246956,139.054855
41810378,college of southern idaho,College of Southern Idaho,grid.462014.5,http://en.wikipedia.org/wiki/College_of_Southern_Idaho,30,30,466,US,42.58,-114.475
48780066,shenyang university of chemical technology,Shenyang University of Chemical Technology,grid.412564.0,http://en.wikipedia.org/wiki/Shenyang_University_of_Chemical_Technology,2752,2744,11928,CN,41.74327,123.23304
52924058,research institute for symbolic computation,Research Institute for Symbolic Computation,"",http://en.wikipedia.org/wiki/Research_Institute_for_Symbolic_Computation,421,371,6092,"","",""
54794908,institut national agronomique paris grignon,Institut national agronomique Paris Grignon,"",http://en.wikipedia.org/wiki/Institut_national_agronomique_Paris_Grignon,595,590,28023,FR,48.85721,2.34144
57341705,chiesi farmaceutici s p a,Chiesi Farmaceutici S.p.A.,grid.476219.f,http://en.wikipedia.org/wiki/Chiesi_Farmaceutici_S.p.A.,1036,1029,16497,FR,48.90171,2.261013
65081225,china university of geosciences,China University of Geosciences,grid.162107.3,http://en.wikipedia.org/wiki/China_University_of_Geosciences,44264,44121,440345,CN,39.99123,116.350739
79839403,university of veterinary and animal sciences,University of Veterinary and Animal Sciences,grid.412967.f,http://en.wikipedia.org/wiki/University_of_Veterinary_and_Animal_Sciences,2110,2104,12716,PK,31.0621243,73.86563
92039509,guangzhou medical university,Guangzhou Medical University,grid.410737.6,http://en.wikipedia.org/wiki/Guangzhou_Medical_University,13659,13617,108963,CN,46.7864647,130.3635
97098773,webster university,Webster University,grid.268073.8,http://en.wikipedia.org/wiki/Webster_University,762,752,7048,US,38.5892,-90.3457
104146711,israel institute for biological research,Israel Institute for Biological Research,grid.419290.7,http://en.wikipedia.org/wiki/Israel_Institute_for_Biological_Research,1669,1658,36250,IL,31.92468,34.7916565
111236770,university of vermont,University of Vermont,grid.59062.38,http://en.wikipedia.org/wiki/University_of_Vermont,37654,37180,1193060,US,44.4775,-73.19361
122274158,dalarna university,Dalarna University,grid.411953.b,http://en.wikipedia.org/wiki/Dalarna_University_College,2044,2017,45461,SE,60.61407,15.65324
122523194,university of paraiba valley,University of Paraíba Valley,"",http://en.wikipedia.org/wiki/Universidade_do_Vale_do_Paraíba,1717,1699,17000,BR,-23.20702,-45.95303
137533716,german sport university cologne,German Sport University Cologne,grid.27593.3a,http://en.wikipedia.org/wiki/German_Sport_University_Cologne,3346,3326,49272,DE,50.9367065,6.869342
141472210,university of alaska fairbanks,University of Alaska Fairbanks,grid.70738.3b,http://en.wikipedia.org/wiki/University_of_Alaska_Fairbanks,16583,16403,536904,US,64.85889,-147.835556
151893264,jiamusi university,Jiamusi University,grid.411849.1,http://en.wikipedia.org/wiki/Jiamusi_University,4567,4560,13248,CN,46.7864647,130.3635
151903974,national institute of technology silchar,"National Institute of Technology, Silchar",grid.444720.1,"http://en.wikipedia.org/wiki/National_Institute_of_Technology,_Silchar",3070,3046,21351,IN,24.7574329,92.78537
158934434,zhongnan university of economics and law,Zhongnan University of Economics and Law,grid.443621.6,http://en.wikipedia.org/wiki/Zhongnan_University_of_Economics_and_Law,4761,4734,11425,CN,30.4752235,114.393532
162817326,indiana university purdue university fort wayne,Indiana University – Purdue University Fort Wayne,grid.257412.7,http://en.wikipedia.org/wiki/Indiana_University_–_Purdue_University_Fort_Wayne,4098,4045,34215,US,41.11882,-85.109024
165139151,university of north texas health science center,University of North Texas Health Science Center,grid.266871.c,http://en.wikipedia.org/wiki/University_of_North_Texas_Health_Science_Center,5235,5214,102022,US,32.7486,-97.3694
165737746,tomas bata university in zlin,Tomas Bata University in Zlín,grid.21678.3a,http://en.wikipedia.org/wiki/Tomas_Bata_University_in_Zlín,3258,3241,22645,CZ,49.2226563,17.664856
169009895,universidad nacional autonoma de honduras,Universidad Nacional Autónoma de Honduras,"",http://en.wikipedia.org/wiki/Universidad_Nacional_Autónoma_de_Honduras,1628,1623,4334,HN,14.08528,-87.16306
177483745,joseph fourier university,Joseph Fourier University,grid.9621.c,http://en.wikipedia.org/wiki/Joseph_Fourier_University,16828,16481,612182,FR,45.19167,5.772978
184646667,sorbonne,Sorbonne,"",http://en.wikipedia.org/wiki/Sorbonne,5905,5769,86824,FR,48.84861,2.34333
184654094,fayetteville state university,Fayetteville State University,grid.255852.d,http://en.wikipedia.org/wiki/Fayetteville_State_University,1667,1648,15720,US,35.072,-78.8945
186246823,university of lucknow,University of Lucknow,grid.411488.0,http://en.wikipedia.org/wiki/University_of_Lucknow,5387,5327,51843,IN,26.86556,80.93639
192619145,university of the witwatersrand,University of the Witwatersrand,grid.11951.3d,http://en.wikipedia.org/wiki/University_of_the_Witwatersrand,49767,49263,887087,ZA,-26.19083,28.03028
196530094,siberian state medical university,Siberian State Medical University,grid.412593.8,http://en.wikipedia.org/wiki/Siberian_State_Medical_University,1465,1443,5999,RU,56.46944,84.9475
200745827,tele universite,Télé-université,grid.422889.d,http://en.wikipedia.org/wiki/Télé-université,599,587,2953,CA,46.8139,-71.2229
200987962,yerkes national primate research center,Yerkes National Primate Research Center,"",http://en.wikipedia.org/wiki/Yerkes_National_Primate_Research_Center,2856,2833,121786,US,33.803524,-84.3189
219016218,darrang college,Darrang College,"",http://en.wikipedia.org/wiki/Darrang_College,57,57,255,IN,26.63667,92.79694
916065895,debre markos university,Debre markos University,grid.449044.9,http://en.wikipedia.org/wiki/Debre_Markos_University,451,447,27819,ET,9.01751,38.76316
1286805341,american dental association,American Dental Association,grid.280851.6,http://en.wikipedia.org/wiki/American_Dental_Association,1134,1125,21379,US,43.08679,-79.06465
1291836623,mount sinai hospital toronto,"Mount Sinai Hospital, Toronto",grid.416166.2,"http://en.wikipedia.org/wiki/Mount_Sinai_Hospital,_Toronto",7080,7051,339384,CA,43.65737,-79.39029
1310434165,chicago metropolitan agency for planning,Chicago Metropolitan Agency for Planning,"",http://en.wikipedia.org/wiki/Chicago_Metropolitan_Agency_for_Planning,325,316,3029,US,41.87868,-87.63667
1311191458,la jolla institute for allergy and immunology,La Jolla Institute for Allergy and Immunology,grid.185006.a,http://en.wikipedia.org/wiki/La_Jolla_Institute_for_Allergy_and_Immunology,3049,3031,245350,US,32.87721,-117.219933
1316902750,cleveland clinic,Cleveland Clinic,grid.239578.2,http://en.wikipedia.org/wiki/Cleveland_Clinic,84936,84350,2651119,US,41.50236,-81.61755
1322209998,malaysian palm oil board,Malaysian Palm Oil Board,grid.410876.c,http://en.wikipedia.org/wiki/Malaysian_Palm_Oil_Board,1046,1043,16067,MY,3.096645,101.595573
1331500379,centre for development of advanced computing,Centre for Development of Advanced Computing,grid.433026.0,http://en.wikipedia.org/wiki/Centre_for_Development_of_Advanced_Computing,1558,1546,9043,IN,18.5517464,73.82375
2799804706,alexandra hospital,Alexandra Hospital,grid.413587.c,https://en.wikipedia.org/wiki/Alexandra_Hospital,5055,5014,85690,SG,1.286444,103.801224
2799810450,sheba medical center,Sheba Medical Center,grid.413795.d,https://en.wikipedia.org/wiki/Sheba_Medical_Center,21318,21224,519990,IL,32.0471535,34.8451157
2800088396,chris hani baragwanath hospital,Chris Hani Baragwanath Hospital,grid.414240.7,https://en.wikipedia.org/wiki/Chris_Hani_Baragwanath_Hospital,722,716,17933,ZA,-26.26083,27.94306
2800107944,american thoracic society,American Thoracic Society,grid.422565.2,https://en.wikipedia.org/wiki/American_Thoracic_Society,144,140,5832,US,40.7057571,-74.0136
2800123788,sardar patel medical college,Sardar Patel Medical College,grid.415282.8,"https://en.wikipedia.org/wiki/Sardar_Patel_Medical_College,_Bikaner",291,291,1616,IN,28.0059452,73.3306656
2800436722,st jude medical center,St. Jude Medical Center,grid.416750.1,https://en.wikipedia.org/wiki/St._Jude_Medical_Center,148,142,7498,US,33.89472,-117.927223
2800663060,american association of neurological surgeons,American Association of Neurological Surgeons,grid.469719.4,https://en.wikipedia.org/wiki/American_Association_of_Neurological_Surgeons,45,45,696,US,42.05514,-88.00873
2800789647,university hospitals bristol nhs foundation trust,University Hospitals Bristol NHS Foundation Trust,grid.410421.2,http://en.wikipedia.org/wiki/University_Hospitals_Bristol_NHS_Foundation_Trust,1977,1961,27063,GB,51.4599953,-2.594549
2800945745,house of representatives,House of Representatives,grid.470020.1,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands),510,504,2689,NL,52.07972,4.31472
2802054198,erasmus hospital,Erasmus Hospital,grid.412157.4,https://en.wikipedia.org/wiki/Erasmus_Hospital,199,197,6565,BE,50.81361,4.26611
2802534011,medstar georgetown university hospital,MedStar Georgetown University Hospital,grid.411663.7,https://en.wikipedia.org/wiki/MedStar_Georgetown_University_Hospital,1842,1835,10818,US,38.91167,-77.07556
2803026726,university of utah hospital,University of Utah Hospital,grid.417538.c,https://en.wikipedia.org/wiki/University_of_Utah_Hospital,268,266,3552,US,40.77167,-111.83667
9564693,eastern liaoning university,Eastern Liaoning University,grid.448645.f,http://en.wikipedia.org/wiki/Eastern_Liaoning_University,1282,1280,1622,CN,40.15823,124.4282
12113309,depauw university,DePauw University,grid.254921.9,http://en.wikipedia.org/wiki/DePauw_University,1409,1391,19204,US,39.64139,-86.86028
28200790,qatar computing research institute,Qatar Computing Research Institute,grid.466961.a,http://en.wikipedia.org/wiki/Qatar_Computing_Research_Institute,1505,1341,22842,QA,25.3193741,51.52797
45643870,pontificia universidade catolica do rio grande do sul,Pontifícia Universidade Católica do Rio Grande do Sul,"",http://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Rio_Grande_do_Sul,19842,19739,145263,BR,-30.0577774,-51.1744461
46163879,wagner college,Wagner College,grid.422476.1,http://en.wikipedia.org/wiki/Wagner_College,441,440,4029,US,40.615,-74.094
49886154,rush university,Rush University,grid.262743.6,http://en.wikipedia.org/wiki/Rush_University,2339,2329,41730,US,41.8745956,-87.66884
64558907,millennium pharmaceuticals,Millennium Pharmaceuticals,"",http://en.wikipedia.org/wiki/Millennium_Pharmaceuticals,2575,2555,155782,US,42.3608932,-71.09941
66883779,weifang university,Weifang University,grid.469274.a,http://en.wikipedia.org/wiki/Weifang_University,3775,3759,7061,CN,36.7135658,119.165451
82828225,king mongkut s university of technology north bangkok,King Mongkut's University of Technology North Bangkok,grid.443738.f,http://en.wikipedia.org/wiki/King_Mongkut's_University_of_Technology_North_Bangkok,4000,3985,19876,TH,13.8188114,100.514206
108970525,kyiv school of economics,Kyiv School of Economics,grid.483506.c,http://en.wikipedia.org/wiki/Kyiv_School_of_Economics,174,168,1607,UA,50.455822,30.48774
113940042,shanghai university,Shanghai University,grid.39436.3b,http://en.wikipedia.org/wiki/Shanghai_University,61545,60877,455611,CN,31.31833,121.387222
120125038,bond university,Bond University,grid.1033.1,http://en.wikipedia.org/wiki/Bond_University,5646,5524,88609,AU,-28.0739841,153.416489
122754148,sas institute,SAS Institute,grid.438656.a,http://en.wikipedia.org/wiki/SAS_Institute,1408,1383,30773,US,35.82694,-78.76222
130019264,dinabandhu andrews college,Dinabandhu Andrews College,"",http://en.wikipedia.org/wiki/Dinabandhu_Andrews_College,80,77,783,IN,22.4685555,88.37587
141945490,university of british columbia,University of British Columbia,grid.17091.3e,http://en.wikipedia.org/wiki/University_of_British_Columbia,192006,188581,6274107,CA,49.26111,-123.253059
153338809,regent university,Regent University,grid.412672.4,http://en.wikipedia.org/wiki/Regent_University,1960,1958,15567,US,36.8027,-76.19619
161321875,university of beira interior,University of Beira Interior,grid.7427.6,http://en.wikipedia.org/wiki/University_of_Beira_Interior,4982,4924,66271,PT,40.27738,-7.50887
184834183,al azhar university,Al-Azhar University,grid.411303.4,http://en.wikipedia.org/wiki/Al-Azhar_University,14130,14028,101347,EG,30.04583,31.2625
185849064,national university of health sciences,National University of Health Sciences,grid.260710.2,http://en.wikipedia.org/wiki/National_University_of_Health_Sciences,594,592,10285,US,41.8600273,-88.0145645
186354981,university of passau,University of Passau,grid.11046.32,http://en.wikipedia.org/wiki/University_of_Passau,3067,2913,43718,DE,48.56833,13.45333
193659739,ciber,Ciber,"",http://en.wikipedia.org/wiki/Ciber,16118,15977,388313,US,39.6012268,-104.890518
204490172,shiraz university of technology,Shiraz University of Technology,grid.444860.a,http://en.wikipedia.org/wiki/Shiraz_University_of_Technology,3108,3091,32714,IR,29.61638,52.53206
205892228,berlin school of economics and law,Berlin School of Economics and Law,grid.461940.e,http://en.wikipedia.org/wiki/Berlin_School_of_Economics_and_Law,612,600,6513,DE,52.48528,13.33778
207399273,utsunomiya university,Utsunomiya University,grid.267687.a,http://en.wikipedia.org/wiki/Utsunomiya_University,6951,6823,65791,JP,36.5492,139.9139
296362101,indira gandhi national tribal university,Indira Gandhi National Tribal University,grid.448979.f,http://en.wikipedia.org/wiki/Indira_Gandhi_National_Tribal_University,305,304,974,IN,22.68263,81.75314
335365548,university of swat,University of Swat,grid.449683.4,http://en.wikipedia.org/wiki/University_of_Swat,374,374,2082,PK,29.3542023,68.8018341
345557832,national comprehensive cancer network,National Comprehensive Cancer Network,"",http://en.wikipedia.org/wiki/National_Comprehensive_Cancer_Network,275,274,11786,US,40.1041,-75.28623
874236823,john e fogarty international center,John E. Fogarty International Center,grid.453035.4,http://en.wikipedia.org/wiki/John_E._Fogarty_International_Center,172,171,7687,US,39.004406,-77.0996552
923305593,ziauddin university,Ziauddin University,grid.413093.c,http://en.wikipedia.org/wiki/Ziauddin_University,971,968,7651,PK,24.9276237,67.0414
1301114164,providence health care,Providence Health Care,grid.415289.3,http://en.wikipedia.org/wiki/Providence_Health_Care_(Vancouver),519,517,8161,CA,49.2801552,-123.128319
1320697193,canon inc,Canon Inc.,grid.471046.0,http://en.wikipedia.org/wiki/Canon_Inc.,69719,69692,909901,FR,48.1325569,-1.624552
1325721734,daimlerchrysler aerospace,DaimlerChrysler Aerospace,"",http://en.wikipedia.org/wiki/DASA,528,523,4937,DE,48.13641,11.57754
2799782091,riverside methodist hospital,Riverside Methodist Hospital,grid.415981.0,https://en.wikipedia.org/wiki/Riverside_Methodist_Hospital,783,778,27139,US,40.03106,-83.03487
2799803557,barcelona supercomputing center,Barcelona Supercomputing Center,grid.10097.3f,https://en.wikipedia.org/wiki/Barcelona_Supercomputing_Center,2518,2462,44327,ES,41.38944,2.11611
2800842893,federal ministry for the environment nature conservation building and nuclear safety,"Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",grid.436097.f,"https://en.wikipedia.org/wiki/Federal_Ministry_for_the_Environment,_Nature_Conservation,_Building_and_Nuclear_Safety",10,10,63,DE,52.5079536,13.3784227
2801035235,southern new hampshire medical center,Southern New Hampshire Medical Center,grid.416191.a,https://en.wikipedia.org/wiki/Southern_New_Hampshire_Health_System,43,43,757,US,42.75639,-71.4625
2801037857,government of victoria,Government of Victoria,grid.453690.d,https://en.wikipedia.org/wiki/Government_of_Victoria_(Australia),80,78,6506,AU,-37.81272,144.970367
2801204180,marina del rey hospital,Marina Del Rey Hospital,grid.461535.0,https://en.wikipedia.org/wiki/Marina_Del_Rey_Hospital,6,6,14,US,33.98194,-118.43972
2801236458,university of nevada reno school of medicine,"University of Nevada, Reno School of Medicine",grid.476990.5,"https://en.wikipedia.org/wiki/University_of_Nevada,_Reno_School_of_Medicine",525,523,3718,US,39.5494156,-119.815842
2801816960,detroit receiving hospital,Detroit Receiving Hospital,grid.412014.2,https://en.wikipedia.org/wiki/Detroit_Receiving_Hospital,867,857,31080,US,42.3537,-83.0543
2802050225,bellvitge university hospital,Bellvitge University Hospital,grid.411129.e,https://en.wikipedia.org/wiki/Bellvitge_University_Hospital,1279,1273,20167,ES,41.34486,2.104244
2802127907,intensive care foundation,Intensive Care Foundation,grid.479943.4,https://en.wikipedia.org/wiki/Intensive_Care_Foundation,21,21,120,AU,-37.8034477,144.964615
2802577520,santokba durlabhji memorial hospital,Santokba Durlabhji Memorial hospital,grid.459938.a,https://en.wikipedia.org/wiki/Santokba_Durlabhji_Memorial_hospital,95,95,323,IN,26.89429,75.81232
581031,central institute of fisheries education,Central Institute of Fisheries Education,grid.444582.b,http://en.wikipedia.org/wiki/Central_Institute_of_Fisheries_Education,969,967,11217,IN,19.1403,72.81647
7171862,lille university of science and technology,Lille University of Science and Technology,grid.4461.7,http://en.wikipedia.org/wiki/Lille_University_of_Science_and_Technology,14269,13908,273686,FR,50.609272,3.141589
7923278,royal dutch shell,Royal Dutch Shell,grid.422154.4,http://en.wikipedia.org/wiki/Royal_Dutch_Shell,25049,24624,421476,NL,52.09364,4.312667
8778637,national institute of technology srinagar,"National Institute of Technology, Srinagar",grid.444723.2,"http://en.wikipedia.org/wiki/National_Institute_of_Technology,_Srinagar",837,833,2797,IN,34.125,74.83972
16269868,santa clara university,Santa Clara University,grid.263156.5,http://en.wikipedia.org/wiki/Santa_Clara_University,8085,7944,160208,US,37.34917,-121.938057
31941578,scuola superiore di catania,Scuola superiore di Catania,"",http://en.wikipedia.org/wiki/Scuola_superiore_di_Catania,228,219,9355,IT,37.5208,15.0616
38119467,chr hansen,Chr. Hansen,grid.424026.6,http://en.wikipedia.org/wiki/Chr._Hansen,696,693,17068,DK,55.8735733,12.4875317
60922564,naver corporation,Naver Corporation,grid.497243.f,http://en.wikipedia.org/wiki/Naver_Corporation,4166,4105,15708,KR,37.4032669,127.128281
64519617,hanoi university,Hanoi University,grid.448980.9,http://en.wikipedia.org/wiki/Hanoi_University,1699,1686,16254,VN,20.9897,105.7952
65196183,tatung university,Tatung University,grid.412270.2,http://en.wikipedia.org/wiki/Tatung_University,4536,4515,62685,TW,25.0667286,121.522217
