affiliationID,displayName,normalizedName,wiki,paperTotal,citationTotal,Latitude,Longitude,GRIDid
115715567,"Birla Institute of Technology, Mesra",birla institute of technology mesra,"http://en.wikipedia.org/wiki/Birla_Institute_of_Technology,_Mesra",3847,28146,23.41222,85.44,grid.462084.c
121934306,Tufts University,tufts university,http://en.wikipedia.org/wiki/Tufts_University,64672,2477374,42.4069481,-71.11982,grid.429997.8
131705669,Southport and Ormskirk Hospital NHS Trust,southport and ormskirk hospital nhs trust,http://en.wikipedia.org/wiki/Southport_and_Ormskirk_Hospital_NHS_Trust,120,600,53.6426468,-2.9903,grid.413031.4
157492648,Autonomous University of Queretaro,autonomous university of queretaro,http://en.wikipedia.org/wiki/Autonomous_University_of_Queretaro,4476,32954,20.5910454,-100.410126,grid.412861.8
165817395,MCPHS University,mcphs university,http://en.wikipedia.org/wiki/MCPHS_University,2131,27633,42.3369179,-71.10144,grid.416501.7
177526471,Nestlé,nestle,http://en.wikipedia.org/wiki/Nestlé,8940,228111,52.301548,4.869394,""
182512959,Magister,magister,http://en.wikipedia.org/wiki/Magister_(company),8960,4020,"","",""
200744771,Zürcher Fachhochschule,zurcher fachhochschule,"",1746,15698,47.49694,8.73,grid.19739.35
219845778,Lala Lajpat Rai Memorial Medical College,lala lajpat rai memorial medical college,http://en.wikipedia.org/wiki/Lala_Lajpat_Rai_Memorial_Medical_College,89,339,28.9601955,77.75066,grid.415647.5
227586296,American Physical Therapy Association,american physical therapy association,http://en.wikipedia.org/wiki/American_Physical_Therapy_Association,13459,214331,38.815937,-77.04038,grid.453536.2
395038797,IFSTTAR,ifsttar,http://en.wikipedia.org/wiki/IFSTTAR,2753,20220,49.1812477,2.508291,grid.249503.9
873357369,ViroPharma,viropharma,http://en.wikipedia.org/wiki/ViroPharma,121,4491,40.06937,-75.68927,""
1313850217,Doctors for Global Health,doctors for global health,http://en.wikipedia.org/wiki/Doctors_for_Global_Health,11,43,"","",""
1335486098,Electric Power Research Institute,electric power research institute,http://en.wikipedia.org/wiki/Electric_Power_Research_Institute,26212,154732,37.3970261,-122.143738,grid.418781.3
1338006420,Zoological Survey of India,zoological survey of india,http://en.wikipedia.org/wiki/Zoological_Survey_of_India,1322,3213,22.5099564,88.33399,grid.473833.8
2747134083,OpenAI,openai,http://en.wikipedia.org/wiki/OpenAI,173,20223,37.7623825,-122.416931,""
2799505622,Wrexham Maelor Hospital,wrexham maelor hospital,https://en.wikipedia.org/wiki/Wrexham_Maelor_Hospital,586,10863,53.0467,-3.0104,grid.416270.6
2802498011,China Medical Board,china medical board,https://en.wikipedia.org/wiki/China_Medical_Board,80,31480,42.37085,-71.11434,grid.453086.c
3018370718,Quadram Institute,quadram institute,https://en.wikipedia.org/wiki/Quadram_Institute_Bioscience,130,7754,52.62382,1.224523,grid.40368.39
3019448017,Centre Hospitalier Universitaire de Toulouse,centre hospitalier universitaire de toulouse,"",226,16841,43.5534668,1.461727,grid.411175.7
2293663,Governors State University,governors state university,http://en.wikipedia.org/wiki/Governors_State_University,1031,8486,41.4486465,-87.71669,grid.256514.1
17539415,National Research Centre on Equines,national research centre on equines,http://en.wikipedia.org/wiki/National_Research_Centre_on_Equines,238,2114,29.1870117,75.70125,grid.462601.7
26999989,University of the Free State,university of the free state,http://en.wikipedia.org/wiki/University_of_the_Free_State,12985,97386,-29.10444,26.17528,grid.412219.d
27158533,National Heart Foundation of Australia,national heart foundation of australia,http://en.wikipedia.org/wiki/National_Heart_Foundation_of_Australia,1652,28172,-37.8176,144.957458,grid.453005.7
34750443,Anand Agricultural University,anand agricultural university,http://en.wikipedia.org/wiki/Anand_Agricultural_University,704,4837,22.53583,72.97472,grid.411373.3
56441308,Libera Università Internazionale degli Studi Sociali Guido Carli,libera universita internazionale degli studi sociali guido carli,http://en.wikipedia.org/wiki/Libera_Università_Internazionale_degli_Studi_Sociali_Guido_Carli,2107,15816,41.92444,12.49306,""
57210546,European Centre for Disease Prevention and Control,european centre for disease prevention and control,http://en.wikipedia.org/wiki/European_Centre_for_Disease_Prevention_and_Control,1658,41587,59.34861,18.01944,grid.418914.1
61722147,Universidade do Vale do Rio dos Sinos,universidade do vale do rio dos sinos,http://en.wikipedia.org/wiki/Universidade_do_Vale_do_Rio_dos_Sinos,10585,39917,-29.79444,-51.15389,grid.412302.6
65285256,Pontifical Catholic University of Peru,pontifical catholic university of peru,http://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Peru,14706,30241,-12.06944,-77.07944,grid.440592.e
71187865,Henkel,henkel,http://en.wikipedia.org/wiki/Henkel,18595,121373,41.6476021,-72.65929,grid.420207.3
90304302,Kurashiki University of Science and the Arts,kurashiki university of science and the arts,http://en.wikipedia.org/wiki/Kurashiki_University_of_Science_and_the_Arts,429,7069,34.55611,133.71167,grid.440904.d
91136226,University of Sheffield,university of sheffield,http://en.wikipedia.org/wiki/University_of_Sheffield,96660,2555869,53.38139,-1.488272,grid.11835.3e
103356709,Óbuda University,obuda university,http://en.wikipedia.org/wiki/Óbuda_University,2479,9509,47.53378,19.0349312,grid.440535.3
112842691,Centre for Human Bioethics,centre for human bioethics,http://en.wikipedia.org/wiki/Centre_for_Human_Bioethics,177,2196,"","",""
126515640,Zhejiang University City College,zhejiang university city college,http://en.wikipedia.org/wiki/Zhejiang_University_City_College,1589,6165,30.31974,120.1421,""
128937239,Xavier Institute of Social Service,xavier institute of social service,http://en.wikipedia.org/wiki/Xavier_Institute_of_Social_Service,106,448,23.36,85.32,""
133837150,University of Huddersfield,university of huddersfield,http://en.wikipedia.org/wiki/University_of_Huddersfield,11384,123293,53.64324,-1.77837,grid.15751.37
139669409,Nizam's Institute of Medical Sciences,nizam s institute of medical sciences,http://en.wikipedia.org/wiki/Nizam's_Institute_of_Medical_Sciences,1982,17115,17.4212379,78.45176,grid.416345.1
141450709,Monmouth University,monmouth university,http://en.wikipedia.org/wiki/Monmouth_University,1814,24166,40.28,-74.006,grid.260185.8
145722265,University of Thessaly,university of thessaly,http://en.wikipedia.org/wiki/University_of_Thessaly,11635,173709,39.3577,22.9484,grid.410558.d
149145351,Deccan College of Medical Sciences,deccan college of medical sciences,http://en.wikipedia.org/wiki/Deccan_College_of_Medical_Sciences,369,3168,17.3407249,78.50624,grid.413565.0
158060073,National College of Natural Medicine,national college of natural medicine,http://en.wikipedia.org/wiki/National_College_of_Natural_Medicine,123,2246,45.5016,-122.6767,grid.419323.e
173093425,Chang Gung University,chang gung university,http://en.wikipedia.org/wiki/Chang_Gung_University,31614,505817,25.0372467,121.389542,grid.145695.a
175691731,Pondicherry University,pondicherry university,http://en.wikipedia.org/wiki/Pondicherry_University,5827,59449,12.015871,79.85849,grid.412517.4
188884621,Lodz University of Technology,lodz university of technology,http://en.wikipedia.org/wiki/Lodz_University_of_Technology,5887,31524,51.75306,19.45,grid.412284.9
188922065,University of Economics in Katowice,university of economics in katowice,http://en.wikipedia.org/wiki/University_of_Economics_in_Katowice,1335,2843,50.25917,19.04417,grid.19930.32
191972202,Amity University,amity university,http://en.wikipedia.org/wiki/Amity_School_of_Engineering,9095,33370,28.532093,77.0591,grid.444644.2
194456095,California Institute for Regenerative Medicine,california institute for regenerative medicine,http://en.wikipedia.org/wiki/California_Institute_for_Regenerative_Medicine,128,2782,37.7779579,-122.392525,grid.418557.a
198105771,Kasetsart University,kasetsart university,http://en.wikipedia.org/wiki/Kasetsart_University,12530,130689,13.8485975,100.568047,grid.9723.f
199117387,Promega,promega,http://en.wikipedia.org/wiki/Promega,892,24853,43.0670433,-89.4010544,grid.418773.e
336106212,The College of Family Physicians Canada,the college of family physicians canada,http://en.wikipedia.org/wiki/College_of_Family_Physicians_of_Canada,214,1531,43.65872,-79.59723,""
878950737,Depomed,depomed,http://en.wikipedia.org/wiki/Depomed,90,2826,37.53801,-122.06411,grid.467299.7
904372625,Franklin College,franklin college,http://en.wikipedia.org/wiki/Franklin_College_(Indiana),124,1387,39.47889,-86.04639,grid.421573.6
922845939,Philadelphia University,philadelphia university,http://en.wikipedia.org/wiki/Philadelphia_University,1422,14922,40.023,-75.192,grid.261870.a
933254369,Nest Labs,nest labs,http://en.wikipedia.org/wiki/Nest_Labs,2412,57755,37.40406,-122.148758,""
1296297310,Aeras,aeras,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=21866940,70,2470,39.0910759,-77.177536,grid.432518.9
1296342797,Pharmaceutical Product Development,pharmaceutical product development,http://en.wikipedia.org/wiki/Pharmaceutical_Product_Development,322,7542,34.2462769,-77.94985,grid.423257.5
1297011914,Gulf Coast Regional Blood Center,gulf coast regional blood center,http://en.wikipedia.org/wiki/Gulf_Coast_Regional_Blood_Center,7307,134390,29.6909,-95.4088,""
1328723229,Planned Parenthood,planned parenthood,http://en.wikipedia.org/wiki/Planned_Parenthood,115,1365,40.7139,-74.00349,grid.477710.2
2799428307,Wisconsin Department of Natural Resources,wisconsin department of natural resources,https://en.wikipedia.org/wiki/Wisconsin_Department_of_Natural_Resources,973,26915,43.1096077,-89.37375,grid.448456.f
2799851941,Royal Hospital for Women,royal hospital for women,https://en.wikipedia.org/wiki/Royal_Hospital_for_Women,1170,21035,-33.9188957,151.23822,grid.416139.8
2800124591,Texas Oncology,texas oncology,https://en.wikipedia.org/wiki/Texas_Oncology,1224,34170,35.47002,-97.53417,grid.477898.d
2800899509,Wyckoff Heights Medical Center,wyckoff heights medical center,https://en.wikipedia.org/wiki/Wyckoff_Heights_Medical_Center,197,1494,40.70417,-73.91722,grid.417280.8
2801723264,Alyn Hospital,alyn hospital,https://en.wikipedia.org/wiki/ALYN_Hospital,52,711,31.7687168,35.16867,grid.460989.a
2801809904,Nuffield Orthopaedic Centre,nuffield orthopaedic centre,https://en.wikipedia.org/wiki/Nuffield_Orthopaedic_Centre,2905,104457,51.75472,-1.20944,grid.461589.7
2803004145,Mammal Research Institute,mammal research institute,https://en.wikipedia.org/wiki/Mammal_Research_Institute_of_the_Polish_Academy_of_Sciences,1393,30631,52.70422,23.8499565,grid.436277.3
324100,Bowie State University,bowie state university,http://en.wikipedia.org/wiki/Bowie_State_University,574,6103,39.02158,-76.75684,grid.253246.4
10091056,Kanazawa University,kanazawa university,http://en.wikipedia.org/wiki/Kanazawa_University,39278,691858,36.5625,136.656113,grid.9707.9
12097938,West Virginia University,west virginia university,http://en.wikipedia.org/wiki/West_Virginia_University,45327,871360,39.63582,-79.95453,grid.268154.c
19700959,Florida International University,florida international university,http://en.wikipedia.org/wiki/Florida_International_University,29984,586687,25.75744,-80.37328,grid.65456.34
32481161,Batman University,batman university,http://en.wikipedia.org/wiki/Batman_University,563,5421,37.7889,41.065,grid.449363.f
36672615,Courant Institute of Mathematical Sciences,courant institute of mathematical sciences,http://en.wikipedia.org/wiki/Courant_Institute_of_Mathematical_Sciences,6775,289417,40.72858,-73.99552,grid.482020.c
42766147,University of Toyama,university of toyama,http://en.wikipedia.org/wiki/University_of_Toyama,16403,208753,36.69917,137.188065,grid.267346.2
54166199,University of the Incarnate Word,university of the incarnate word,http://en.wikipedia.org/wiki/University_of_the_Incarnate_Word,908,5737,29.46694,-98.46639,grid.267572.3
78166310,Green Cross International,green cross international,http://en.wikipedia.org/wiki/Green_Cross_International,1185,15622,"","",""
90425906,South Asian University,south asian university,http://en.wikipedia.org/wiki/South_Asian_University,940,4618,28.37,73.43,grid.452738.f
99297268,University of Hassan II Casablanca,university of hassan ii casablanca,http://en.wikipedia.org/wiki/University_of_Hassan_II_Casablanca,1797,24015,51.7611,-1.2534,grid.412148.a
100288624,John Innes Centre,john innes centre,http://en.wikipedia.org/wiki/John_Innes_Centre,4775,305085,52.6218033,1.23916721,grid.14830.3e
105292261,Ministry of Health (Malaysia),ministry of health,http://en.wikipedia.org/wiki/Ministry_of_Health_(Malaysia),769,5695,2.936732,101.706818,grid.415759.b
115592961,Jiangsu University,jiangsu university,http://en.wikipedia.org/wiki/Jiangsu_University,45494,287011,32.1939659,119.519173,grid.440785.a
122544976,Hebron University,hebron university,http://en.wikipedia.org/wiki/Hebron_University,3618,91583,31.55,35.09278,grid.442900.b
127817813,Alfréd Rényi Institute of Mathematics,alfred renyi institute of mathematics,http://en.wikipedia.org/wiki/Alfréd_Rényi_Institute_of_Mathematics,1420,10104,47.49278,19.05889,""
134363262,Universidade Federal de Ciências da Saúde de Porto Alegre,universidade federal de ciencias da saude de porto alegre,http://en.wikipedia.org/wiki/Federal_University_of_Health_Sciences_of_Porto_Alegre,3190,18794,-30.0315762,-51.22047,grid.412344.4
137479271,Helmholtz Centre for Environmental Research - UFZ,helmholtz centre for environmental research ufz,http://en.wikipedia.org/wiki/Helmholtz_Centre_for_Environmental_Research,7662,201531,51.3520851,12.4288216,grid.7492.8
141243467,Chang Gung University of Science and Technology,chang gung university of science and technology,http://en.wikipedia.org/wiki/Chang_Gung_University_of_Science_and_Technology,1789,13990,25.0310555,121.389687,grid.418428.3
142899784,University of Sfax,university of sfax,http://en.wikipedia.org/wiki/University_of_Sfax,11023,75693,34.7370834,10.743556,grid.412124.0
144246526,University of Trnava,university of trnava,http://en.wikipedia.org/wiki/University_of_Trnava,282,19848,48.3798027,17.5869522,grid.412903.d
150870154,Indian Institute of Management Ahmedabad,indian institute of management ahmedabad,http://en.wikipedia.org/wiki/Indian_Institute_of_Management_Ahmedabad,3766,32840,23.03166,72.53632,grid.418226.b
161370692,Sanjay Gandhi Post Graduate Institute of Medical Sciences,sanjay gandhi post graduate institute of medical sciences,http://en.wikipedia.org/wiki/Sanjay_Gandhi_Post_Graduate_Institute_of_Medical_Sciences,3083,35487,26.7463,80.936,grid.263138.d
185658715,Universities UK,universities uk,http://en.wikipedia.org/wiki/Universities_UK,1689,28247,51.63379,-0.107069,grid.493136.a
185914950,Satakunta University of Applied Sciences,satakunta university of applied sciences,http://en.wikipedia.org/wiki/Satakunta_University_of_Applied_Sciences,146,1079,61.493,21.725,grid.449591.4
204136569,Open University,open university,http://en.wikipedia.org/wiki/Open_University,34289,685601,52.025,-0.70556,grid.10837.3d
238035932,Indira Gandhi Institute of Medical Sciences,indira gandhi institute of medical sciences,http://en.wikipedia.org/wiki/Indira_Gandhi_Institute_of_Medical_Sciences,341,732,25.6079922,85.16752,grid.414608.f
884745506,Saint Mary's College,saint mary s college,http://en.wikipedia.org/wiki/Saint_Mary's_College_(Indiana),375,4911,41.7067451,-86.2570343,grid.419426.c
1286499117,National Aerospace Laboratories,national aerospace laboratories,http://en.wikipedia.org/wiki/National_Aerospace_Laboratories,1768,23220,12.9624443,77.65256,grid.462641.3
1289019353,Lahey Hospital & Medical Center,lahey hospital medical center,http://en.wikipedia.org/wiki/Lahey_Hospital_&_Medical_Center,4165,122116,42.4842,-71.2047,""
1315684715,The Queen's Medical Center,the queen s medical center,http://en.wikipedia.org/wiki/The_Queen's_Medical_Center,2668,69171,21.30722,-157.854172,""
2799651179,Lakeview College of Nursing,lakeview college of nursing,https://en.wikipedia.org/wiki/Lakeview_College_of_Nursing,6,27,40.1382523,-87.6448746,grid.431320.7
2800246717,Civil Aerospace Medical Institute,civil aerospace medical institute,https://en.wikipedia.org/wiki/Civil_Aerospace_Medical_Institute,166,1441,35.3973045,-97.61708,grid.414542.2
2800672379,Santa Barbara Cottage Hospital,santa barbara cottage hospital,https://en.wikipedia.org/wiki/Santa_Barbara_Cottage_Hospital,298,3776,34.43042,-119.723122,grid.415156.2
2801703238,Taronga Conservation Society Australia,taronga conservation society australia,https://en.wikipedia.org/wiki/Taronga_Conservation_Society,162,2246,-33.84299,151.2419,grid.452876.a
2801732343,Royal Hallamshire Hospital,royal hallamshire hospital,https://en.wikipedia.org/wiki/Royal_Hallamshire_Hospital,8681,238071,53.3784943,-1.493196,grid.416126.6
2802418778,Foothills Medical Centre,foothills medical centre,http://en.wikipedia.org/wiki/Foothills_Medical_Centre,1616,53093,51.0653877,-114.133308,grid.414959.4
2467956,Robertson Centre for Biostatistics,robertson centre for biostatistics,http://en.wikipedia.org/wiki/Robertson_Centre_for_Biostatistics,780,36704,"","",""
5329801,Raytheon Intelligence and Information Systems,raytheon intelligence and information systems,http://en.wikipedia.org/wiki/Raytheon_Intelligence_and_Information_Systems,630,11656,32.8987846,-96.68152,""
12268063,Palmer College of Chiropractic,palmer college of chiropractic,http://en.wikipedia.org/wiki/Palmer_College_of_Chiropractic,449,4859,41.5285454,-90.57425,grid.419969.a
17337054,Amylin Pharmaceuticals,amylin pharmaceuticals,http://en.wikipedia.org/wiki/Amylin_Pharmaceuticals,608,34716,32.8767929,-117.207581,""
20272500,University of Basilicata,university of basilicata,http://en.wikipedia.org/wiki/University_of_Basilicata,3735,65598,40.6471,15.8085,grid.7367.5
21862455,Central and North West London NHS Foundation Trust,central and north west london nhs foundation trust,http://en.wikipedia.org/wiki/Central_and_North_West_London_NHS_Foundation_Trust,436,6120,51.53751,-0.141593,grid.450578.b
36258959,"University of California, San Diego",university of california san diego,"http://en.wikipedia.org/wiki/University_of_California,_San_Diego",191448,8607773,32.881,-117.238,grid.266100.3
47164929,Najran University,najran university,http://en.wikipedia.org/wiki/Najran_University,1231,14968,17.6348228,44.54077,grid.440757.5
47500176,Belmont University,belmont university,http://en.wikipedia.org/wiki/Belmont_University,825,5165,36.13553,-86.79661,grid.252942.a
54231130,Ambrose Alli University,ambrose alli university,http://en.wikipedia.org/wiki/Ambrose_Alli_University,820,3897,6.744634,6.084552,grid.411357.5
84475105,Embry–Riddle Aeronautical University,embry riddle aeronautical university,http://en.wikipedia.org/wiki/Embry–Riddle_Aeronautical_University,3348,40919,29.18857,-81.04871,grid.462212.1
85324120,Tohoku Pharmaceutical University,tohoku pharmaceutical university,http://en.wikipedia.org/wiki/Tohoku_Pharmaceutical_University,1530,27107,38.2850838,140.884689,grid.412755.0
90259746,Capital University of Economics and Business,capital university of economics and business,http://en.wikipedia.org/wiki/Capital_University_of_Economics_and_Business,2451,6901,39.9154625,116.47599,grid.411923.c
94518387,Hanoi University of Science and Technology,hanoi university of science and technology,http://en.wikipedia.org/wiki/Hanoi_University_of_Science_and_Technology,3483,19874,21.00639,105.843063,grid.440792.c
98885092,Nara Women's University,nara women s university,http://en.wikipedia.org/wiki/Nara_Women's_University,5567,68462,34.68806,135.828064,grid.174568.9
102664891,W. L. Gore and Associates,w l gore and associates,http://en.wikipedia.org/wiki/W._L._Gore_and_Associates,1625,39918,48.0744858,11.72396,grid.480212.d
103743826,King's University College (University of Western Ontario),king s university college,http://en.wikipedia.org/wiki/King's_University_College_(University_of_Western_Ontario),291,1225,43.0117531,-81.25774,""
121345201,INESC-ID,inesc id,http://en.wikipedia.org/wiki/INESC-ID,2537,23417,38.73681,-9.140383,grid.14647.30
136708864,ABN AMRO,abn amro,http://en.wikipedia.org/wiki/ABN_AMRO,173,3886,52.33701,4.87488,""
142263535,University of Nottingham,university of nottingham,http://en.wikipedia.org/wiki/University_of_Nottingham,114001,2776753,52.939,-1.197,grid.4563.4
149137203,Guiyang Medical University,guiyang medical university,http://en.wikipedia.org/wiki/Guiyang_Medical_University,682,4907,26.37538,106.638443,grid.413458.f
149423360,Novavax,novavax,http://en.wikipedia.org/wiki/Novavax,122,4809,39.10341,-77.21096,""
157674565,University of Liège,university of liege,http://en.wikipedia.org/wiki/University_of_Liège,160799,1354851,50.64083,5.57472,grid.4861.b
162999068,Touro College of Osteopathic Medicine,touro college of osteopathic medicine,http://en.wikipedia.org/wiki/Touro_College_of_Osteopathic_Medicine,267,1435,40.80942,-73.94965,""
164218144,Royal Scientific Society,royal scientific society,http://en.wikipedia.org/wiki/Royal_Scientific_Society,198,3223,31.85479,36.0069,grid.426112.2
166162893,Office of Population Research,office of population research,http://en.wikipedia.org/wiki/Office_of_Population_Research,874,39288,40.34914,-74.65362,""
174093344,DECHEMA,dechema,http://en.wikipedia.org/wiki/DECHEMA,1682,19039,50.1134071,8.644524,grid.59914.30
174458059,National Technical University of Athens,national technical university of athens,http://en.wikipedia.org/wiki/National_Technical_University_of_Athens,28909,461087,37.9878654,23.7316132,grid.4241.3
192459885,Macaulay Institute,macaulay institute,http://en.wikipedia.org/wiki/Macaulay_Institute,3263,135350,57.13333,-2.15833,""
196608512,PES University,pes university,http://en.wikipedia.org/wiki/PES_University,1145,2614,12.93382,77.53448,grid.464662.4
204465549,Washington University in St. Louis,washington university in st louis,http://en.wikipedia.org/wiki/Washington_University_in_St._Louis,157872,7267171,38.648,-90.305,grid.4367.6
912377674,Newbury College,newbury college,http://en.wikipedia.org/wiki/Newbury_College_(United_States),3341,92834,42.3311,-71.1425,grid.465718.9
1298482675,Salesforce.com,salesforce com,http://en.wikipedia.org/wiki/Salesforce.com,2346,27567,-33.87132,151.204025,""
1301914252,Baton Rouge General Medical Center – Mid-City Campus,baton rouge general medical center mid city campus,http://en.wikipedia.org/wiki/Baton_Rouge_General_Medical_Center_–_Mid-City_Campus,65,524,30.44938,-91.15309,""
1340800938,"Winterthur Museum, Garden and Library",winterthur museum garden and library,"http://en.wikipedia.org/wiki/Winterthur_Museum,_Garden_and_Library",7713,73871,39.80583,-75.60083,grid.447630.2
2799938689,Breast Cancer Now,breast cancer now,https://en.wikipedia.org/wiki/Breast_Cancer_Now,72,1267,51.5118,-0.074896,grid.458394.7
2800555584,Peter MacCallum Cancer Centre,peter maccallum cancer centre,https://en.wikipedia.org/wiki/Peter_MacCallum_Cancer_Centre,8309,281098,-37.8114967,144.977249,grid.1055.1
2801828714,"American Academy of Allergy, Asthma and Immunology",american academy of allergy asthma and immunology,"https://en.wikipedia.org/wiki/American_Academy_of_Allergy,_Asthma,_and_Immunology",41,1851,43.0410957,-87.9046249,grid.432307.1
2802040150,Glenfield Hospital,glenfield hospital,https://en.wikipedia.org/wiki/Glenfield_Hospital,1867,64871,52.65461,-1.178972,grid.412925.9
2802541053,Academy of Military Medical Sciences,academy of military medical sciences,https://en.wikipedia.org/wiki/Academy_of_Military_Medical_Sciences,7238,46938,39.9020157,116.273483,grid.410740.6
4076070,Bharathidasan University,bharathidasan university,http://en.wikipedia.org/wiki/Bharathidasan_University,5375,69002,10.67472,78.74417,grid.411678.d
12607205,Hogeschool Gent,hogeschool gent,http://en.wikipedia.org/wiki/Hogeschool_Gent,1400,24888,51.04167,3.71861,grid.412437.7
13268429,Madurai Kamaraj University,madurai kamaraj university,http://en.wikipedia.org/wiki/Madurai_Kamaraj_University,5088,61013,9.93882,78.14045,grid.10214.36
16566446,National Pingtung University of Science and Technology,national pingtung university of science and technology,http://en.wikipedia.org/wiki/National_Pingtung_University_of_Science_and_Technology,4166,55034,22.64083,120.595558,grid.412083.c
22407884,University of Maryland Eastern Shore,university of maryland eastern shore,http://en.wikipedia.org/wiki/University_of_Maryland_Eastern_Shore,1311,15003,38.212,-75.685,grid.266678.b
29796688,Consiglio per la ricerca e la sperimentazione in agricoltura,consiglio per la ricerca e la sperimentazione in agricoltura,http://en.wikipedia.org/wiki/Consiglio_per_la_ricerca_e_la_sperimentazione_in_agricoltura,1066,19608,"","",""
33618826,Centre for Mental Health,centre for mental health,http://en.wikipedia.org/wiki/Centre_for_Mental_Health,3571,109560,51.5027847,-0.092419,grid.416554.7
39815113,Georgia Southern University,georgia southern university,http://en.wikipedia.org/wiki/Georgia_Southern_University,8328,101439,32.41945,-81.7766953,grid.256302.0
64946176,National Institute of Environmental Research,national institute of environmental research,http://en.wikipedia.org/wiki/National_Institute_of_Environmental_Research,1305,19401,37.5691,126.6403,grid.419585.4
74653059,Public Health Foundation of India,public health foundation of india,http://en.wikipedia.org/wiki/Public_Health_Foundation_of_India,1894,63867,28.5433445,77.14847,grid.415361.4
89312276,Plymouth State University,plymouth state university,http://en.wikipedia.org/wiki/Plymouth_State_University,7068,95826,43.75889,-71.68917,grid.261928.6
95056601,Actelion,actelion,http://en.wikipedia.org/wiki/Actelion,1252,31848,47.557663,7.54504442,grid.417650.1
118946981,Escuela Politécnica del Ejército,escuela politecnica del ejercito,http://en.wikipedia.org/wiki/Escuela_Politécnica_del_Ejército,2729,14189,-0.314861,-78.4434738,grid.442254.1
135120706,University of Baghdad,university of baghdad,http://en.wikipedia.org/wiki/University_of_Baghdad,6790,38141,33.27389,44.3775,grid.411498.1
141431873,Periyar University,periyar university,http://en.wikipedia.org/wiki/Periyar_University,2360,21572,11.71833,78.07806,grid.412490.a
148277539,Surya University,surya university,http://en.wikipedia.org/wiki/Surya_University,206,1138,-6.260478,106.618462,grid.449512.f
158688498,Yenepoya University,yenepoya university,http://en.wikipedia.org/wiki/Yenepoya_University,738,2815,12.811945,74.8811646,grid.413027.3
177055848,University of Brawijaya,university of brawijaya,http://en.wikipedia.org/wiki/University_of_Brawijaya,8749,5302,-7.95583,112.615829,grid.411744.3
188104300,Meiji University of Integrative Medicine,meiji university of integrative medicine,http://en.wikipedia.org/wiki/Meiji_University_of_Integrative_Medicine,183,1778,35.18163,135.491226,grid.410780.a
189575948,South Valley University,south valley university,http://en.wikipedia.org/wiki/South_Valley_University,3714,35770,26.1772785,32.73717,grid.412707.7
191996457,Dalian Medical University,dalian medical university,http://en.wikipedia.org/wiki/Dalian_Medical_University,10938,88959,38.8076744,121.314552,grid.411971.b
205133468,Airlangga University,airlangga university,http://en.wikipedia.org/wiki/Airlangga_University,11310,15003,-7.27167,112.758057,grid.440745.6
243312964,First Nations University of Canada,first nations university of canada,http://en.wikipedia.org/wiki/First_Nations_University_of_Canada,80,464,50.41944,-104.582222,grid.255927.e
335284955,Foundation for Liver Research,foundation for liver research,http://en.wikipedia.org/wiki/Foundation_for_Liver_Research,173,2995,51.5224152,-0.133588,grid.479039.0
868244695,"Central University, India",central university india,http://en.wikipedia.org/wiki/Central_University,8330,56267,"","",""
874055015,Teesside University,teesside university,http://en.wikipedia.org/wiki/Teesside_University,5134,72159,54.5722,-1.23491,grid.26597.3f
875646752,Damascus University,damascus university,http://en.wikipedia.org/wiki/Damascus_University,1651,12928,33.51139,36.29139,grid.8192.2
889315371,Agricultural & Applied Economics Association,agricultural applied economics association,http://en.wikipedia.org/wiki/Agricultural_&_Applied_Economics_Association,7646,103062,43.0412,-87.90463,grid.469763.9
890115928,Berkshire Hathaway,berkshire hathaway,http://en.wikipedia.org/wiki/Berkshire_Hathaway,203,193,41.2573624,-95.9653854,grid.453844.a
908855801,Edwards Lifesciences Corporation,edwards lifesciences corporation,http://en.wikipedia.org/wiki/Edwards_Lifesciences,1364,47892,46.39349,6.237022,grid.482249.1
918117844,World Organisation for Animal Health,world organisation for animal health,http://en.wikipedia.org/wiki/World_Organisation_for_Animal_Health,143,2767,48.88118,2.30671,grid.475685.d
1279684262,Vancouver Island Health Authority,vancouver island health authority,http://en.wikipedia.org/wiki/Island_Health,361,6447,48.43642,-123.326767,grid.417249.d
1293612202,Toyota,toyota,http://en.wikipedia.org/wiki/Toyota,45244,597183,29.7511616,-95.36219,grid.481782.0
1319490839,"Ministry of Education, Culture, Sports, Science and Technology",ministry of education culture sports science and technology,"http://en.wikipedia.org/wiki/Ministry_of_Education,_Culture,_Sports,_Science_and_Technology",223,3775,35.68,139.763,grid.452903.9
2799885155,James Cancer Hospital,james cancer hospital,https://en.wikipedia.org/wiki/The_James_Cancer_Hospital,682,15111,39.99563,-83.01623,grid.413944.f
2800116915,Valley Hospital,valley hospital,https://en.wikipedia.org/wiki/The_Valley_Hospital,1512,25376,40.9837,-74.1008,grid.417222.0
2801172039,London Clinic,london clinic,https://en.wikipedia.org/wiki/The_London_Clinic,316,6692,51.5229721,-0.15028,grid.476752.5
2801272649,Ronald Reagan UCLA Medical Center,ronald reagan ucla medical center,https://en.wikipedia.org/wiki/Ronald_Reagan_UCLA_Medical_Center,651,7290,34.06639,-118.446114,grid.413083.d
