affiliationID,displayName,normalizedName,wiki,paperTotal,citationTotal,Latitude,Longitude,GRIDid
746986,Halmstad University,halmstad university,"http://en.wikipedia.org/wiki/Halmstad_University,_Sweden",2481,37490,56.66417,12.87861,grid.73638.39
6141010,European Institute of Oncology,european institute of oncology,http://en.wikipedia.org/wiki/European_Institute_of_Oncology,7656,287269,45.4140358,9.208186,grid.15667.33
8408910,Cardiff Metropolitan University,cardiff metropolitan university,http://en.wikipedia.org/wiki/Cardiff_Metropolitan_University,2552,40175,51.4843,-3.1649,grid.47170.35
10108838,National University of Salta,national university of salta,http://en.wikipedia.org/wiki/National_University_of_Salta,162,1231,-24.7864914,-65.3981247,grid.10821.3a
15191203,Office of Science and Technology,office of science and technology,http://en.wikipedia.org/wiki/Office_of_Science_and_Technology,587,23267,"","",""
45438204,University of Texas at San Antonio,university of texas at san antonio,http://en.wikipedia.org/wiki/University_of_Texas_at_San_Antonio,22438,522629,29.59,-98.61696,grid.215352.2
47396830,Celgene,celgene,http://en.wikipedia.org/wiki/Celgene,3304,76126,40.70987,-74.3479,grid.488233.6
49185572,Yunnan University of Finance and Economics,yunnan university of finance and economics,http://en.wikipedia.org/wiki/Yunnan_University_of_Finance_and_Economics,2038,7032,24.9266472,102.811188,grid.464506.5
51195161,EMLYON Business School,emlyon business school,http://en.wikipedia.org/wiki/EMLYON_Business_School,1389,21736,45.78611,4.76389,grid.462218.b
53298266,Belarusian State Medical University,belarusian state medical university,http://en.wikipedia.org/wiki/Belarusian_State_Medical_University,541,1664,53.86139,27.48528,grid.21354.31
55486353,Reed College,reed college,http://en.wikipedia.org/wiki/Reed_College,2092,51340,45.48,-122.63,grid.182981.b
61057504,Fujian Agriculture and Forestry University,fujian agriculture and forestry university,http://en.wikipedia.org/wiki/Fujian_Agriculture_and_Forestry_University,11950,63049,26.08778,119.235,grid.256111.0
67357951,KIIT University,kiit university,http://en.wikipedia.org/wiki/KIIT_University,3817,20131,20.35278,85.81944,grid.412122.6
72054575,Cochrane Collaboration,cochrane collaboration,http://en.wikipedia.org/wiki/Cochrane_(organisation),4118,208588,51.7791138,-1.268244,grid.420305.0
75124487,Gdańsk Medical University,gdansk medical university,http://en.wikipedia.org/wiki/Gdańsk_Medical_University,9779,162331,54.36611,18.63056,grid.11451.30
91993116,SIRRIS,sirris,http://en.wikipedia.org/wiki/SIRRIS,133,954,50.85107,4.401868,grid.423712.1
111575329,Bharathiar University,bharathiar university,http://en.wikipedia.org/wiki/Bharathiar_University,7576,89585,11.0397692,76.8788147,grid.411677.2
128193699,Slovak University of Agriculture,slovak university of agriculture,http://en.wikipedia.org/wiki/Slovak_University_of_Agriculture,2180,10154,48.31472,18.0875,grid.15227.33
134586953,Defence Medical Services,defence medical services,http://en.wikipedia.org/wiki/Defence_Medical_Services,195,2242,"","",""
137377929,East Sussex County Council,east sussex county council,http://en.wikipedia.org/wiki/East_Sussex_County_Council,2263,33180,50.87254,1.7E-4,""
138211613,Austrian Academy of Sciences,austrian academy of sciences,http://en.wikipedia.org/wiki/Austrian_Academy_of_Sciences,12728,427296,48.20872,16.37739,grid.4299.6
141988045,Saint Leo University,saint leo university,http://en.wikipedia.org/wiki/Saint_Leo_University,420,2146,28.3381042,-82.25697,grid.262960.9
142471025,Baker IDI Heart and Diabetes Institute,baker idi heart and diabetes institute,http://en.wikipedia.org/wiki/Baker_IDI_Heart_and_Diabetes_Institute,3217,113934,-37.84583,144.983337,grid.1051.5
145608581,University of Miami,university of miami,http://en.wikipedia.org/wiki/University_of_Miami,96803,2858763,25.7216434,-80.27927,grid.26790.3a
149581226,Hawaii Pacific University,hawaii pacific university,http://en.wikipedia.org/wiki/Hawaii_Pacific_University,654,9538,21.311,-157.859,grid.256872.c
157417397,Bowling Green State University,bowling green state university,http://en.wikipedia.org/wiki/Bowling_Green_State_University,16582,328066,41.38,-83.64,grid.253248.a
161103922,University of Marburg,university of marburg,http://en.wikipedia.org/wiki/University_of_Marburg,28124,717765,50.81083,8.77361,grid.10253.35
169541294,Flinders University,flinders university,http://en.wikipedia.org/wiki/Flinders_University,30361,629047,-35.02082,138.572754,grid.1014.4
173664879,Autonomous University of Baja California,autonomous university of baja california,http://en.wikipedia.org/wiki/Autonomous_University_of_Baja_California,9612,58725,32.6633568,-115.468895,grid.412852.8
177156846,South Dakota State University,south dakota state university,http://en.wikipedia.org/wiki/South_Dakota_State_University,10386,188885,44.31806,-96.78333,grid.263791.8
179863766,Bergen University College,bergen university college,http://en.wikipedia.org/wiki/Bergen_University_College,1349,34693,60.3845,5.3331,""
181934358,Saitama Prefectural University,saitama prefectural university,http://en.wikipedia.org/wiki/Saitama_Prefectural_University,541,5154,35.9299736,139.755219,grid.412379.a
198243066,National University of Costa Rica,national university of costa rica,http://en.wikipedia.org/wiki/National_University_of_Costa_Rica,281,1682,9.999,-84.1115,grid.10729.3d
200280692,Lviv University,lviv university,http://en.wikipedia.org/wiki/Lviv_University,3241,12773,49.84056,24.02222,grid.77054.31
205018591,Institute for Technology Assessment and Systems Analysis (ITAS),institute for technology assessment and systems analysis itas,http://en.wikipedia.org/wiki/Institute_for_Technology_Assessment_and_Systems_Analysis,242,3424,"","",""
207168215,Eastern Oregon University,eastern oregon university,http://en.wikipedia.org/wiki/Eastern_Oregon_University,298,3379,45.32,-118.092,grid.255407.1
215048945,Norfolk and Suffolk NHS Foundation Trust,norfolk and suffolk nhs foundation trust,http://en.wikipedia.org/wiki/Norfolk_and_Suffolk_NHS_Foundation_Trust,163,1155,52.47822,1.752004,grid.451148.d
922094183,Fluidigm Corporation,fluidigm corporation,"",241,13181,37.66899,-122.390106,grid.481625.c
931278978,College of Business Administration,college of business administration,http://en.wikipedia.org/wiki/College_of_Business_Administration_(CBA),14836,636150,56.9592743,24.1081886,grid.465833.f
1288435858,Ministry of Agriculture and Rural Development,ministry of agriculture and rural development,http://en.wikipedia.org/wiki/Ministry_of_Agriculture_and_Rural_Development_(Vietnam),623,10440,52.2309227,20.9993649,grid.484468.2
1301508284,New York City Fire Department,new york city fire department,http://en.wikipedia.org/wiki/New_York_City_Fire_Department,1413,17586,40.7140541,-74.00349,grid.436281.a
1303603819,Royal Botanical Gardens,royal botanical gardens,http://en.wikipedia.org/wiki/Royal_Botanical_Gardens_(Ontario),151,2531,43.29111,-79.87583,""
1316910977,DuPont,dupont,http://en.wikipedia.org/wiki/DuPont,37750,782114,39.7455826,-75.54771,grid.416832.a
1322124587,Booz Allen Hamilton,booz allen hamilton,http://en.wikipedia.org/wiki/Booz_Allen_Hamilton,1419,19275,38.92248,-77.22698,grid.432410.0
1325051341,Russian Academy,russian academy,http://en.wikipedia.org/wiki/Russian_Academy,5288,45639,"","",""
1325736334,Battelle Memorial Institute,battelle memorial institute,http://en.wikipedia.org/wiki/Battelle_Memorial_Institute,13614,263001,40.0354233,-83.15324,grid.27873.39
1329778081,International Civil Aviation Organization,international civil aviation organization,http://en.wikipedia.org/wiki/International_Civil_Aviation_Organization,195,357,45.50028,-73.56417,grid.482827.3
2799742747,Johannesburg Hospital,johannesburg hospital,https://en.wikipedia.org/wiki/Charlotte_Maxeke_Johannesburg_Academic_Hospital,357,5011,-26.1767826,28.0425949,grid.414707.1
2800810863,Queen Mary Hospital,queen mary hospital,https://en.wikipedia.org/wiki/Queen_Mary_Hospital_(Hong_Kong),3756,81688,22.27006,114.131149,grid.415550.0
2801339391,Sulaiman Al Rajhi Colleges,sulaiman al rajhi colleges,https://en.wikipedia.org/wiki/Sulaiman_Al_Rajhi_Colleges,40,82,26.14174,43.7318878,grid.459460.a
2802302920,Dr. Kariadi Hospital,dr kariadi hospital,https://en.wikipedia.org/wiki/Dr._Kariadi_Hospital,188,1598,-6.992736,110.406326,grid.460939.1
2802828768,Frimley Park Hospital NHS Foundation Trust,frimley park hospital nhs foundation trust,https://en.wikipedia.org/wiki/Frimley_Park_Hospital_NHS_Foundation_Trust,184,2744,51.319,-0.7412,grid.412923.f
24185976,Sichuan University,sichuan university,http://en.wikipedia.org/wiki/Sichuan_University,104613,896287,30.63016,104.087723,grid.13291.38
25859482,Takasaki University of Health and Welfare,takasaki university of health and welfare,http://en.wikipedia.org/wiki/Takasaki_University_of_Health_and_Welfare,531,5388,36.3246956,139.054855,grid.412904.a
41810378,College of Southern Idaho,college of southern idaho,http://en.wikipedia.org/wiki/College_of_Southern_Idaho,29,455,42.58,-114.475,grid.462014.5
48780066,Shenyang University of Chemical Technology,shenyang university of chemical technology,http://en.wikipedia.org/wiki/Shenyang_University_of_Chemical_Technology,2695,10933,41.74327,123.23304,grid.412564.0
54794908,Institut national agronomique Paris Grignon,institut national agronomique paris grignon,http://en.wikipedia.org/wiki/Institut_national_agronomique_Paris_Grignon,585,27660,48.85721,2.34144,""
57341705,Chiesi Farmaceutici S.p.A.,chiesi farmaceutici s p a,http://en.wikipedia.org/wiki/Chiesi_Farmaceutici_S.p.A.,1012,15491,48.90171,2.261013,grid.476219.f
65081225,China University of Geosciences,china university of geosciences,http://en.wikipedia.org/wiki/China_University_of_Geosciences,42924,411596,39.99123,116.350739,grid.162107.3
79839403,University of Veterinary and Animal Sciences,university of veterinary and animal sciences,http://en.wikipedia.org/wiki/University_of_Veterinary_and_Animal_Sciences,1954,11161,31.0621243,73.86563,grid.412967.f
92039509,Guangzhou Medical University,guangzhou medical university,http://en.wikipedia.org/wiki/Guangzhou_Medical_University,11429,87170,46.7864647,130.3635,grid.410737.6
104146711,Israel Institute for Biological Research,israel institute for biological research,http://en.wikipedia.org/wiki/Israel_Institute_for_Biological_Research,1639,35319,31.92468,34.7916565,grid.419290.7
111236770,University of Vermont,university of vermont,http://en.wikipedia.org/wiki/University_of_Vermont,37127,1155565,44.4775,-73.19361,grid.59062.38
122274158,Dalarna University,dalarna university,http://en.wikipedia.org/wiki/Dalarna_University_College,1974,42067,60.61407,15.65324,grid.411953.b
137533716,German Sport University Cologne,german sport university cologne,http://en.wikipedia.org/wiki/German_Sport_University_Cologne,3222,46741,50.9367065,6.869342,grid.27593.3a
141472210,University of Alaska Fairbanks,university of alaska fairbanks,http://en.wikipedia.org/wiki/University_of_Alaska_Fairbanks,16233,514763,64.85889,-147.835556,grid.70738.3b
151893264,Jiamusi University,jiamusi university,http://en.wikipedia.org/wiki/Jiamusi_University,4399,12401,46.7864647,130.3635,grid.411849.1
151903974,"National Institute of Technology, Silchar",national institute of technology silchar,"http://en.wikipedia.org/wiki/National_Institute_of_Technology,_Silchar",2875,19507,24.7574329,92.78537,grid.444720.1
158934434,Zhongnan University of Economics and Law,zhongnan university of economics and law,http://en.wikipedia.org/wiki/Zhongnan_University_of_Economics_and_Law,4629,9920,30.4752235,114.393532,grid.443621.6
165139151,University of North Texas Health Science Center,university of north texas health science center,http://en.wikipedia.org/wiki/University_of_North_Texas_Health_Science_Center,5110,97836,32.7486,-97.3694,grid.266871.c
165737746,Tomas Bata University in Zlín,tomas bata university in zlin,http://en.wikipedia.org/wiki/Tomas_Bata_University_in_Zlín,3147,21368,49.2226563,17.664856,grid.21678.3a
169009895,Universidad Nacional Autónoma de Honduras,universidad nacional autonoma de honduras,http://en.wikipedia.org/wiki/Universidad_Nacional_Autónoma_de_Honduras,1577,3745,14.08528,-87.16306,""
177483745,Joseph Fourier University,joseph fourier university,http://en.wikipedia.org/wiki/Joseph_Fourier_University,16843,590521,45.19167,5.772978,grid.9621.c
184646667,Sorbonne,sorbonne,http://en.wikipedia.org/wiki/Sorbonne,5727,80562,48.84861,2.34333,""
184654094,Fayetteville State University,fayetteville state university,http://en.wikipedia.org/wiki/Fayetteville_State_University,1633,15153,35.072,-78.8945,grid.255852.d
186246823,University of Lucknow,university of lucknow,http://en.wikipedia.org/wiki/University_of_Lucknow,5261,49888,26.86556,80.93639,grid.411488.0
192619145,University of the Witwatersrand,university of the witwatersrand,http://en.wikipedia.org/wiki/University_of_the_Witwatersrand,48614,854354,-26.19083,28.03028,grid.11951.3d
196530094,Siberian State Medical University,siberian state medical university,http://en.wikipedia.org/wiki/Siberian_State_Medical_University,1339,5499,56.46944,84.9475,grid.412593.8
200987962,Yerkes National Primate Research Center,yerkes national primate research center,http://en.wikipedia.org/wiki/Yerkes_National_Primate_Research_Center,2841,118384,33.803524,-84.3189,""
219016218,Darrang College,darrang college,http://en.wikipedia.org/wiki/Darrang_College,56,244,26.63667,92.79694,""
916065895,Debre markos University,debre markos university,http://en.wikipedia.org/wiki/Debre_Markos_University,393,24976,9.01751,38.76316,grid.449044.9
1291836623,"Mount Sinai Hospital, Toronto",mount sinai hospital toronto,"http://en.wikipedia.org/wiki/Mount_Sinai_Hospital,_Toronto",6901,328637,43.65737,-79.39029,grid.416166.2
1311191458,La Jolla Institute for Allergy and Immunology,la jolla institute for allergy and immunology,http://en.wikipedia.org/wiki/La_Jolla_Institute_for_Allergy_and_Immunology,3522,241794,32.87721,-117.219933,grid.185006.a
1316902750,Cleveland Clinic,cleveland clinic,http://en.wikipedia.org/wiki/Cleveland_Clinic,83151,2554420,41.50236,-81.61755,grid.239578.2
1322209998,Malaysian Palm Oil Board,malaysian palm oil board,http://en.wikipedia.org/wiki/Malaysian_Palm_Oil_Board,1008,15304,3.096645,101.595573,grid.410876.c
1331500379,Centre for Development of Advanced Computing,centre for development of advanced computing,http://en.wikipedia.org/wiki/Centre_for_Development_of_Advanced_Computing,1518,8635,18.5517464,73.82375,grid.433026.0
2799804706,Alexandra Hospital,alexandra hospital,https://en.wikipedia.org/wiki/Alexandra_Hospital,4950,83235,1.286444,103.801224,grid.413587.c
2799810450,Sheba Medical Center,sheba medical center,https://en.wikipedia.org/wiki/Sheba_Medical_Center,20923,498953,32.0471535,34.8451157,grid.413795.d
2800088396,Chris Hani Baragwanath Hospital,chris hani baragwanath hospital,https://en.wikipedia.org/wiki/Chris_Hani_Baragwanath_Hospital,712,17533,-26.26083,27.94306,grid.414240.7
2800123788,Sardar Patel Medical College,sardar patel medical college,"https://en.wikipedia.org/wiki/Sardar_Patel_Medical_College,_Bikaner",280,1542,28.0059452,73.3306656,grid.415282.8
2800789647,University Hospitals Bristol NHS Foundation Trust,university hospitals bristol nhs foundation trust,http://en.wikipedia.org/wiki/University_Hospitals_Bristol_NHS_Foundation_Trust,1830,25695,51.4599953,-2.594549,grid.410421.2
2800945745,House of Representatives,house of representatives,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands),499,2647,52.07972,4.31472,grid.470020.1
2802054198,Erasmus Hospital,erasmus hospital,https://en.wikipedia.org/wiki/Erasmus_Hospital,193,6418,50.81361,4.26611,grid.412157.4
2802534011,MedStar Georgetown University Hospital,medstar georgetown university hospital,https://en.wikipedia.org/wiki/MedStar_Georgetown_University_Hospital,1713,9352,38.91167,-77.07556,grid.411663.7
9564693,Eastern Liaoning University,eastern liaoning university,http://en.wikipedia.org/wiki/Eastern_Liaoning_University,1272,1555,40.15823,124.4282,grid.448645.f
28200790,Qatar Computing Research Institute,qatar computing research institute,http://en.wikipedia.org/wiki/Qatar_Computing_Research_Institute,1456,20540,25.3193741,51.52797,grid.466961.a
45643870,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,http://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Rio_Grande_do_Sul,19404,139239,-30.0577774,-51.1744461,""
49886154,Rush University,rush university,http://en.wikipedia.org/wiki/Rush_University,2253,40068,41.8745956,-87.66884,grid.262743.6
64558907,Millennium Pharmaceuticals,millennium pharmaceuticals,http://en.wikipedia.org/wiki/Millennium_Pharmaceuticals,2536,151063,42.3608932,-71.09941,""
82828225,King Mongkut's University of Technology North Bangkok,king mongkut s university of technology north bangkok,http://en.wikipedia.org/wiki/King_Mongkut's_University_of_Technology_North_Bangkok,3767,18318,13.8188114,100.514206,grid.443738.f
113940042,Shanghai University,shanghai university,http://en.wikipedia.org/wiki/Shanghai_University,59484,424499,31.31833,121.387222,grid.39436.3b
120125038,Bond University,bond university,http://en.wikipedia.org/wiki/Bond_University,5468,83007,-28.0739841,153.416489,grid.1033.1
130019264,Dinabandhu Andrews College,dinabandhu andrews college,http://en.wikipedia.org/wiki/Dinabandhu_Andrews_College,74,754,22.4685555,88.37587,""
141945490,University of British Columbia,university of british columbia,http://en.wikipedia.org/wiki/University_of_British_Columbia,188259,6055930,49.26111,-123.253059,grid.17091.3e
161321875,University of Beira Interior,university of beira interior,http://en.wikipedia.org/wiki/University_of_Beira_Interior,4762,62540,40.27738,-7.50887,grid.7427.6
184834183,Al-Azhar University,al azhar university,http://en.wikipedia.org/wiki/Al-Azhar_University,12995,95336,30.04583,31.2625,grid.411303.4
185849064,National University of Health Sciences,national university of health sciences,http://en.wikipedia.org/wiki/National_University_of_Health_Sciences,555,9527,41.8600273,-88.0145645,grid.260710.2
186354981,University of Passau,university of passau,http://en.wikipedia.org/wiki/University_of_Passau,3009,42397,48.56833,13.45333,grid.11046.32
193659739,Ciber,ciber,http://en.wikipedia.org/wiki/Ciber,15472,363914,39.6012268,-104.890518,""
204490172,Shiraz University of Technology,shiraz university of technology,http://en.wikipedia.org/wiki/Shiraz_University_of_Technology,2955,30481,29.61638,52.53206,grid.444860.a
205892228,Berlin School of Economics and Law,berlin school of economics and law,http://en.wikipedia.org/wiki/Berlin_School_of_Economics_and_Law,582,5715,52.48528,13.33778,grid.461940.e
296362101,Indira Gandhi National Tribal University,indira gandhi national tribal university,http://en.wikipedia.org/wiki/Indira_Gandhi_National_Tribal_University,272,801,22.68263,81.75314,grid.448979.f
335365548,University of Swat,university of swat,http://en.wikipedia.org/wiki/University_of_Swat,335,1772,29.3542023,68.8018341,grid.449683.4
345557832,National Comprehensive Cancer Network,national comprehensive cancer network,http://en.wikipedia.org/wiki/National_Comprehensive_Cancer_Network,253,10153,40.1041,-75.28623,""
874236823,John E. Fogarty International Center,john e fogarty international center,http://en.wikipedia.org/wiki/John_E._Fogarty_International_Center,166,7182,39.004406,-77.0996552,grid.453035.4
923305593,Ziauddin University,ziauddin university,http://en.wikipedia.org/wiki/Ziauddin_University,923,6967,24.9276237,67.0414,grid.413093.c
1301114164,Providence Health Care,providence health care,http://en.wikipedia.org/wiki/Providence_Health_Care_(Vancouver),502,7614,49.2801552,-123.128319,grid.415289.3
1320697193,Canon Inc.,canon inc,http://en.wikipedia.org/wiki/Canon_Inc.,68687,883320,48.1325569,-1.624552,grid.471046.0
1325721734,DaimlerChrysler Aerospace,daimlerchrysler aerospace,http://en.wikipedia.org/wiki/DASA,511,4801,48.13641,11.57754,""
2799782091,Riverside Methodist Hospital,riverside methodist hospital,https://en.wikipedia.org/wiki/Riverside_Methodist_Hospital,769,26066,40.03106,-83.03487,grid.415981.0
2799803557,Barcelona Supercomputing Center,barcelona supercomputing center,https://en.wikipedia.org/wiki/Barcelona_Supercomputing_Center,2377,41445,41.38944,2.11611,grid.10097.3f
2801035235,Southern New Hampshire Medical Center,southern new hampshire medical center,https://en.wikipedia.org/wiki/Southern_New_Hampshire_Health_System,41,739,42.75639,-71.4625,grid.416191.a
2801037857,Government of Victoria,government of victoria,https://en.wikipedia.org/wiki/Government_of_Victoria_(Australia),79,5762,-37.81272,144.970367,grid.453690.d
2801236458,"University of Nevada, Reno School of Medicine",university of nevada reno school of medicine,"https://en.wikipedia.org/wiki/University_of_Nevada,_Reno_School_of_Medicine",462,3085,39.5494156,-119.815842,grid.476990.5
2802050225,Bellvitge University Hospital,bellvitge university hospital,https://en.wikipedia.org/wiki/Bellvitge_University_Hospital,1191,18468,41.34486,2.104244,grid.411129.e
2802127907,Intensive Care Foundation,intensive care foundation,https://en.wikipedia.org/wiki/Intensive_Care_Foundation,20,110,-37.8034477,144.964615,grid.479943.4
581031,Central Institute of Fisheries Education,central institute of fisheries education,http://en.wikipedia.org/wiki/Central_Institute_of_Fisheries_Education,935,10653,19.1403,72.81647,grid.444582.b
7171862,Lille University of Science and Technology,lille university of science and technology,http://en.wikipedia.org/wiki/Lille_University_of_Science_and_Technology,13769,263117,50.609272,3.141589,grid.4461.7
7923278,Royal Dutch Shell,royal dutch shell,http://en.wikipedia.org/wiki/Royal_Dutch_Shell,24846,412630,52.09364,4.312667,grid.422154.4
8778637,"National Institute of Technology, Srinagar",national institute of technology srinagar,"http://en.wikipedia.org/wiki/National_Institute_of_Technology,_Srinagar",728,2356,34.125,74.83972,grid.444723.2
16269868,Santa Clara University,santa clara university,http://en.wikipedia.org/wiki/Santa_Clara_University,7925,155367,37.34917,-121.938057,grid.263156.5
31941578,Scuola superiore di Catania,scuola superiore di catania,http://en.wikipedia.org/wiki/Scuola_superiore_di_Catania,232,9101,37.5208,15.0616,""
38119467,Chr. Hansen,chr hansen,http://en.wikipedia.org/wiki/Chr._Hansen,687,16587,55.8735733,12.4875317,grid.424026.6
60922564,Naver Corporation,naver corporation,http://en.wikipedia.org/wiki/Naver_Corporation,4116,14479,37.4032669,127.128281,grid.497243.f
64519617,Hanoi University,hanoi university,http://en.wikipedia.org/wiki/Hanoi_University,1602,15219,20.9897,105.7952,grid.448980.9
65196183,Tatung University,tatung university,http://en.wikipedia.org/wiki/Tatung_University,4501,61369,25.0667286,121.522217,grid.412270.2
78577808,Bharathidasan Institute of Technology,bharathidasan institute of technology,http://en.wikipedia.org/wiki/Bharathidasan_Institute_of_Technology,226,1570,10.6787,78.73254,""
86609021,Landcare Research,landcare research,http://en.wikipedia.org/wiki/Landcare_Research,4737,169280,-43.64071,172.475449,grid.419186.3
87111246,Catholic University of Korea,catholic university of korea,http://en.wikipedia.org/wiki/Catholic_University_of_Korea,31197,332661,37.5859,127.004333,grid.411947.e
92008406,University of Stavanger,university of stavanger,http://en.wikipedia.org/wiki/University_of_Stavanger,6789,90990,58.9375,5.6975,grid.18883.3a
97187500,Cubist Pharmaceuticals,cubist pharmaceuticals,http://en.wikipedia.org/wiki/Cubist_Pharmaceuticals,606,27388,42.42283,-71.2431641,grid.417686.a
104005692,Huachiew Chalermprakiet University,huachiew chalermprakiet university,http://en.wikipedia.org/wiki/Huachiew_Chalermprakiet_University,180,831,13.6127567,100.758125,grid.444151.1
119668213,Karunya University,karunya university,http://en.wikipedia.org/wiki/Karunya_University,2018,16066,10.93861,76.74667,grid.412056.4
122492136,New Bulgarian University,new bulgarian university,http://en.wikipedia.org/wiki/New_Bulgarian_University,527,5764,42.6775,23.25306,grid.5507.7
141988945,Western State Colorado University,western state colorado university,http://en.wikipedia.org/wiki/Western_State_Colorado_University,308,3409,38.5492744,-106.918495,grid.422637.6
147699246,Bingöl University,bingol university,http://en.wikipedia.org/wiki/Bingöl_University,970,9653,38.8852,40.5057,grid.448543.a
153297377,Medical University of South Carolina,medical university of south carolina,http://en.wikipedia.org/wiki/Medical_University_of_South_Carolina,44686,1285400,32.78417,-79.95083,grid.259828.c
153976015,University of Ljubljana,university of ljubljana,http://en.wikipedia.org/wiki/University_of_Ljubljana,42423,655300,46.04889,14.50389,grid.8954.0
168893459,Allahabad University,allahabad university,http://en.wikipedia.org/wiki/Allahabad_University,6368,63884,25.4652786,81.85972,grid.411343.0
170897317,Duke University,duke university,http://en.wikipedia.org/wiki/Duke_University,193599,7551886,36.00111,-78.93889,grid.26009.3d
178613991,National Taitung University,national taitung university,http://en.wikipedia.org/wiki/National_Taitung_University,820,8223,22.736,121.067,grid.412088.7
185990448,American Academy of Child and Adolescent Psychiatry,american academy of child and adolescent psychiatry,http://en.wikipedia.org/wiki/American_Academy_of_Child_and_Adolescent_Psychiatry,94,6034,38.9382057,-77.07378,grid.431153.1
188733180,Pacific Disaster Center,pacific disaster center,http://en.wikipedia.org/wiki/Pacific_Disaster_Center,13,577,20.750536,-156.43811,grid.473482.e
196272386,Providence College,providence college,http://en.wikipedia.org/wiki/Providence_College,4268,52190,41.8433342,-71.43464,grid.418778.5
263913023,International University of Africa,international university of africa,http://en.wikipedia.org/wiki/International_University_of_Africa,187,733,15.5326,32.568,grid.442398.0
868834043,University of the West of Scotland,university of the west of scotland,http://en.wikipedia.org/wiki/University_of_the_West_of_Scotland,5296,84272,55.84317,-4.42859,grid.15756.30
898934258,Arai Helmet,arai helmet,http://en.wikipedia.org/wiki/Arai_Helmet,882,15886,36.6533356,137.981689,""
911713783,Diego Portales University,diego portales university,http://en.wikipedia.org/wiki/Diego_Portales_University,4253,34675,-33.4498672,-70.66164,grid.412193.c
1286858202,The Energy and Resources Institute,the energy and resources institute,http://en.wikipedia.org/wiki/The_Energy_and_Resources_Institute,1294,24207,28.5899677,77.22526,grid.419867.5
1311060795,National Science Foundation,national science foundation,http://en.wikipedia.org/wiki/National_Science_Foundation,5967,194438,38.8805656,-77.11099,grid.431093.c
1330165540,Bundesanstalt für Materialforschung und -prüfung,bundesanstalt fur materialforschung und prufung,http://en.wikipedia.org/wiki/Federal_Institute_for_Materials_Research_and_Testing,6786,101540,52.443203,13.2876606,grid.71566.33
1334415907,University Medical Center Groningen,university medical center groningen,http://en.wikipedia.org/wiki/University_Medical_Center_Groningen,27544,609761,53.2225,6.57389,grid.4494.d
2799546111,Roskilde Sygehus,roskilde sygehus,https://en.wikipedia.org/wiki/Roskilde_Sygehus,208,1093,55.63639,12.08861,grid.416059.f
2799765569,Metropolitan Hospital Center,metropolitan hospital center,https://en.wikipedia.org/wiki/Metropolitan_Hospital_Center,248,4571,40.7849274,-73.9447,grid.415455.4
2800769186,Alameda Health System,alameda health system,https://en.wikipedia.org/wiki/Alameda_Health_System,313,3135,37.79778,-122.231941,grid.413529.8
2801230071,Canary Foundation,canary foundation,https://en.wikipedia.org/wiki/Canary_Foundation,34,1435,37.4913673,-122.228783,grid.478548.2
2801434414,Finnish Red Cross,finnish red cross,https://en.wikipedia.org/wiki/Finnish_Red_Cross,1004,33022,60.15952,24.9530087,grid.452433.7
2802443542,GF Strong Rehabilitation Centre,gf strong rehabilitation centre,https://en.wikipedia.org/wiki/G._F._Strong_Centre,130,3030,49.24722,-123.125832,grid.418223.e
2802476176,Lankenau Medical Center,lankenau medical center,https://en.wikipedia.org/wiki/Lankenau_Medical_Center,385,3749,39.988,-75.262,grid.415792.c
2802740592,Riley Hospital for Children,riley hospital for children,https://en.wikipedia.org/wiki/Riley_Hospital_for_Children_at_Indiana_University_Health,1676,35349,39.7768059,-86.17917,grid.414923.9
2803079837,American University of the Middle East,american university of the middle east,https://en.wikipedia.org/wiki/American_University_of_the_Middle_East,644,1988,29.165,48.099,grid.472279.d
6507939,China Unicom,china unicom,http://en.wikipedia.org/wiki/China_Unicom,739,1499,39.9145775,116.358528,grid.467291.f
39063666,University of Catania,university of catania,http://en.wikipedia.org/wiki/University_of_Catania,34386,622360,37.50361,15.08667,grid.8158.4
49433721,Nigerian Institute of Medical Research,nigerian institute of medical research,http://en.wikipedia.org/wiki/Nigerian_Institute_of_Medical_Research,431,4336,6.514228,3.372349,grid.416197.c
49645291,National Taipei University of Education,national taipei university of education,http://en.wikipedia.org/wiki/National_Taipei_University_of_Education,895,4396,25.0253,121.5409,grid.445072.0
51622183,Shaanxi University of Science and Technology,shaanxi university of science and technology,http://en.wikipedia.org/wiki/Shaanxi_University_of_Science_and_Technology,7260,37719,34.3811569,108.978516,grid.454711.2
51882195,Universidade Luterana do Brasil,universidade luterana do brasil,http://en.wikipedia.org/wiki/Universidade_Luterana_do_Brasil,9350,39017,-29.8876839,-51.15966,grid.411513.3
52719799,Blekinge Institute of Technology,blekinge institute of technology,http://en.wikipedia.org/wiki/Blekinge_Institute_of_Technology,3507,47130,56.18139,15.59056,grid.418400.9
54713919,Geisinger Health System,geisinger health system,http://en.wikipedia.org/wiki/Geisinger_Health_System,2037,37153,40.96816,-76.60423,grid.280776.c
136738944,Advanced Technologies Center,advanced technologies center,http://en.wikipedia.org/wiki/Advanced_Technologies_Center,62,1140,55.75696,37.61502,""
